BALANCING_AREA_TIMEPOINTS_1	BALANCING_AREA_TIMEPOINTS_2	MaximumContingencyDown
system_wide_balancing_area	2007051700	56.460927344400005
system_wide_balancing_area	2007051702	50.927700007700004
system_wide_balancing_area	2007051704	56.512666891200006
system_wide_balancing_area	2007051706	84.06181974510001
system_wide_balancing_area	2007051708	98.1091684909
system_wide_balancing_area	2007051710	104.57828705899999
system_wide_balancing_area	2007051712	106.25209160700001
system_wide_balancing_area	2007051714	106.28133928100002
system_wide_balancing_area	2007051716	104.583916893
system_wide_balancing_area	2007051718	101.618765759
system_wide_balancing_area	2007051720	98.3082723732
system_wide_balancing_area	2007051722	75.293470141
system_wide_balancing_area	2007070900	60.377719514000006
system_wide_balancing_area	2007070902	54.49465292490001
system_wide_balancing_area	2007070904	61.643196327400005
system_wide_balancing_area	2007070906	85.0157058483
system_wide_balancing_area	2007070908	102.33192840200002
system_wide_balancing_area	2007070910	110.082273588
system_wide_balancing_area	2007070912	111.96079812
system_wide_balancing_area	2007070914	111.871942864
system_wide_balancing_area	2007070916	110.05976798300001
system_wide_balancing_area	2007070918	105.430946002
system_wide_balancing_area	2007070920	103.364563524
system_wide_balancing_area	2007070922	81.04829323300001
system_wide_balancing_area	2007072100	67.25291388309999
system_wide_balancing_area	2007072102	60.149367958000006
system_wide_balancing_area	2007072104	60.92777488430001
system_wide_balancing_area	2007072106	74.3373321042
system_wide_balancing_area	2007072108	95.1777688973
system_wide_balancing_area	2007072110	103.20482728500002
system_wide_balancing_area	2007072112	102.74363403699999
system_wide_balancing_area	2007072114	101.392666136
system_wide_balancing_area	2007072116	101.517524867
system_wide_balancing_area	2007072118	99.6446164373
system_wide_balancing_area	2007072120	97.667102947
system_wide_balancing_area	2007072122	81.737838037
system_wide_balancing_area	2007082500	65.23377395
system_wide_balancing_area	2007082502	57.65215900650001
system_wide_balancing_area	2007082504	59.01887671120001
system_wide_balancing_area	2007082506	72.50379818340001
system_wide_balancing_area	2007082508	96.5298627651
system_wide_balancing_area	2007082510	104.660400246
system_wide_balancing_area	2007082512	103.300438343
system_wide_balancing_area	2007082514	101.860615185
system_wide_balancing_area	2007082516	103.165459642
system_wide_balancing_area	2007082518	102.66152085000002
system_wide_balancing_area	2007082520	98.24865105890001
system_wide_balancing_area	2007082522	82.85033441220001
system_wide_balancing_area	2007121500	59.21010569170001
system_wide_balancing_area	2007121502	51.9074558843
system_wide_balancing_area	2007121504	54.64764022860001
system_wide_balancing_area	2007121506	68.9492103038
system_wide_balancing_area	2007121508	88.1473421566
system_wide_balancing_area	2007121510	93.81668102660001
system_wide_balancing_area	2007121512	92.4949539337
system_wide_balancing_area	2007121514	89.01461120530001
system_wide_balancing_area	2007121516	90.6332983059
system_wide_balancing_area	2007121518	97.8245872522
system_wide_balancing_area	2007121520	88.897627376
system_wide_balancing_area	2007121522	74.2360912129
system_wide_balancing_area	2007121800	54.02445880830001
system_wide_balancing_area	2007121802	48.1897675969
system_wide_balancing_area	2007121804	56.1673315058
system_wide_balancing_area	2007121806	83.54213114970001
system_wide_balancing_area	2007121808	91.8211589334
system_wide_balancing_area	2007121810	96.00679626940001
system_wide_balancing_area	2007121812	97.9021965724
system_wide_balancing_area	2007121814	96.7537104541
system_wide_balancing_area	2007121816	96.09341332380001
system_wide_balancing_area	2007121818	106.797649976
system_wide_balancing_area	2007121820	94.22837293
system_wide_balancing_area	2007121822	73.4498093847
system_wide_balancing_area	2007121900	54.414791671100005
system_wide_balancing_area	2007121902	48.91980601110001
system_wide_balancing_area	2007121904	56.9828610077
system_wide_balancing_area	2007121906	83.8908375698
system_wide_balancing_area	2007121908	93.52870815630001
system_wide_balancing_area	2007121910	99.0473185217
system_wide_balancing_area	2007121912	98.872958446
system_wide_balancing_area	2007121914	98.8054690956
system_wide_balancing_area	2007121916	98.4376349715
system_wide_balancing_area	2007121918	107.21834961300002
system_wide_balancing_area	2007121920	95.44886599720002
system_wide_balancing_area	2007121922	74.1742248307
system_wide_balancing_area	2008010900	53.9859763101
system_wide_balancing_area	2008010902	48.858491360900004
system_wide_balancing_area	2008010904	55.5971818343
system_wide_balancing_area	2008010906	78.342691892
system_wide_balancing_area	2008010908	91.89669288500001
system_wide_balancing_area	2008010910	100.70169576400001
system_wide_balancing_area	2008010912	102.809186733
system_wide_balancing_area	2008010914	104.06246678600002
system_wide_balancing_area	2008010916	103.10535133799999
system_wide_balancing_area	2008010918	111.57646586000001
system_wide_balancing_area	2008010920	96.987584748
system_wide_balancing_area	2008010922	74.4822155104
system_wide_balancing_area	2008042100	55.318165658400005
system_wide_balancing_area	2008042102	50.090051466700004
system_wide_balancing_area	2008042104	58.2958573887
system_wide_balancing_area	2008042106	84.4867639067
system_wide_balancing_area	2008042108	97.7137233514
system_wide_balancing_area	2008042110	104.184829935
system_wide_balancing_area	2008042112	105.65881313
system_wide_balancing_area	2008042114	105.980131556
system_wide_balancing_area	2008042116	103.83605448000002
system_wide_balancing_area	2008042118	104.91324382800002
system_wide_balancing_area	2008042120	98.2008448209
system_wide_balancing_area	2008042122	73.5525431319
system_wide_balancing_area	2008050100	56.92479268470001
system_wide_balancing_area	2008050102	52.0431577191
system_wide_balancing_area	2008050104	59.617752096100006
system_wide_balancing_area	2008050106	86.76005791930001
system_wide_balancing_area	2008050108	98.78290032810001
system_wide_balancing_area	2008050110	104.550746839
system_wide_balancing_area	2008050112	105.82805004700002
system_wide_balancing_area	2008050114	106.41695934300002
system_wide_balancing_area	2008050116	104.288893051
system_wide_balancing_area	2008050118	104.201985343
system_wide_balancing_area	2008050120	98.2740309935
system_wide_balancing_area	2008050122	75.65888249710001
system_wide_balancing_area	2008072700	63.8418700917
system_wide_balancing_area	2008072702	55.8373156751
system_wide_balancing_area	2008072704	56.50398266140001
system_wide_balancing_area	2008072706	64.4753778652
system_wide_balancing_area	2008072708	83.9230154117
system_wide_balancing_area	2008072710	94.0121822665
system_wide_balancing_area	2008072712	95.65997389760001
system_wide_balancing_area	2008072714	96.6491109137
system_wide_balancing_area	2008072716	99.18427267340002
system_wide_balancing_area	2008072718	97.6302355585
system_wide_balancing_area	2008072720	98.8549418762
system_wide_balancing_area	2008072722	79.98705662910001
system_wide_balancing_area	2008091000	61.278127616999996
system_wide_balancing_area	2008091002	56.12548186750001
system_wide_balancing_area	2008091004	62.9831016163
system_wide_balancing_area	2008091006	88.6205403213
system_wide_balancing_area	2008091008	101.90810204900001
system_wide_balancing_area	2008091010	109.79258256600002
system_wide_balancing_area	2008091012	111.082462685
system_wide_balancing_area	2008091014	111.08704118200001
system_wide_balancing_area	2008091016	109.50557495600002
system_wide_balancing_area	2008091018	111.01385501
system_wide_balancing_area	2008091020	101.001308201
system_wide_balancing_area	2008091022	76.7657971846
system_wide_balancing_area	2008100300	61.561715311499995
system_wide_balancing_area	2008100302	56.530281106800004
system_wide_balancing_area	2008100304	63.8144270218
system_wide_balancing_area	2008100306	89.6622812076
system_wide_balancing_area	2008100308	104.02130218100001
system_wide_balancing_area	2008100310	110.54273036500001
system_wide_balancing_area	2008100312	112.187095102
system_wide_balancing_area	2008100314	111.22425653200001
system_wide_balancing_area	2008100316	107.194536254
system_wide_balancing_area	2008100318	108.93495173500001
system_wide_balancing_area	2008100320	98.3060525613
system_wide_balancing_area	2008100322	79.8361127654
system_wide_balancing_area	2008110800	60.3770429329
system_wide_balancing_area	2008110802	54.46167945250001
system_wide_balancing_area	2008110804	55.8979249372
system_wide_balancing_area	2008110806	68.7017781303
system_wide_balancing_area	2008110808	87.284924079
system_wide_balancing_area	2008110810	94.4924569274
system_wide_balancing_area	2008110812	95.8360785616
system_wide_balancing_area	2008110814	92.87439063570001
system_wide_balancing_area	2008110816	93.22202146580001
system_wide_balancing_area	2008110818	98.99673572350001
system_wide_balancing_area	2008110820	88.92586192210001
system_wide_balancing_area	2008110822	74.16546162360001
system_wide_balancing_area	2008120500	56.6663588111
system_wide_balancing_area	2008120502	51.5811830911
system_wide_balancing_area	2008120504	58.6789366806
system_wide_balancing_area	2008120506	86.13684478670001
system_wide_balancing_area	2008120508	96.1654093588
system_wide_balancing_area	2008120510	101.672546706
system_wide_balancing_area	2008120512	102.914394473
system_wide_balancing_area	2008120514	100.654821995
system_wide_balancing_area	2008120516	98.0338971527
system_wide_balancing_area	2008120518	100.36093268100001
system_wide_balancing_area	2008120520	89.5502126998
system_wide_balancing_area	2008120522	73.3993100193
system_wide_balancing_area	2008120800	53.27128395150001
system_wide_balancing_area	2008120802	48.937393676400006
system_wide_balancing_area	2008120804	57.3673296348
system_wide_balancing_area	2008120806	84.29922695670001
system_wide_balancing_area	2008120808	94.9407100205
system_wide_balancing_area	2008120810	100.19856351
system_wide_balancing_area	2008120812	101.064192753
system_wide_balancing_area	2008120814	100.63308808900001
system_wide_balancing_area	2008120816	97.92641412220001
system_wide_balancing_area	2008120818	106.561042439
system_wide_balancing_area	2008120820	93.7000068777
system_wide_balancing_area	2008120822	70.883592917
system_wide_balancing_area	2507051700	56.7784832674
system_wide_balancing_area	2507051702	51.88588749670001
system_wide_balancing_area	2507051704	56.824232460800005
system_wide_balancing_area	2507051706	81.18377175650001
system_wide_balancing_area	2507051708	93.60473241490001
system_wide_balancing_area	2507051710	99.3248628598
system_wide_balancing_area	2507051712	100.804875979
system_wide_balancing_area	2507051714	100.83073738600001
system_wide_balancing_area	2507051716	99.32984087720001
system_wide_balancing_area	2507051718	96.70799199640001
system_wide_balancing_area	2507051720	93.78078424750001
system_wide_balancing_area	2507051722	73.4306129616
system_wide_balancing_area	2507070900	60.24179312940001
system_wide_balancing_area	2507070902	55.0398621475
system_wide_balancing_area	2507070904	61.360754294100005
system_wide_balancing_area	2507070906	82.027217874
system_wide_balancing_area	2507070908	97.3385853776
system_wide_balancing_area	2507070910	104.191603294
system_wide_balancing_area	2507070912	105.852634122
system_wide_balancing_area	2507070914	105.774066439
system_wide_balancing_area	2507070916	104.171703366
system_wide_balancing_area	2507070918	100.07880179700001
system_wide_balancing_area	2507070920	98.2516630302
system_wide_balancing_area	2507070922	78.5191483512
system_wide_balancing_area	2507072100	66.3209843222
system_wide_balancing_area	2507072102	60.039879889800005
system_wide_balancing_area	2507072104	60.7281636352
system_wide_balancing_area	2507072106	72.5851756372
system_wide_balancing_area	2507072108	91.01272735510001
system_wide_balancing_area	2507072110	98.11042089440001
system_wide_balancing_area	2507072112	97.7026241427
system_wide_balancing_area	2507072114	96.5080699637
system_wide_balancing_area	2507072116	96.6184726749
system_wide_balancing_area	2507072118	94.96240772300001
system_wide_balancing_area	2507072120	93.2138487806
system_wide_balancing_area	2507072122	79.1288583425
system_wide_balancing_area	2507082500	64.5356184054
system_wide_balancing_area	2507082502	57.8317953107
system_wide_balancing_area	2507082504	59.040275796799996
system_wide_balancing_area	2507082506	70.96392645280001
system_wide_balancing_area	2507082508	92.20827713770001
system_wide_balancing_area	2507082510	99.3974690639
system_wide_balancing_area	2507082512	98.19496219860001
system_wide_balancing_area	2507082514	96.9218403362
system_wide_balancing_area	2507082516	98.07561119760001
system_wide_balancing_area	2507082518	97.63001793870001
system_wide_balancing_area	2507082520	93.7280658297
system_wide_balancing_area	2507082522	80.1125509923
system_wide_balancing_area	2507121500	59.2093644759
system_wide_balancing_area	2507121502	52.75220821090001
system_wide_balancing_area	2507121504	55.175136733100004
system_wide_balancing_area	2507121506	67.820885228
system_wide_balancing_area	2507121508	84.79627644050001
system_wide_balancing_area	2507121510	89.8092248864
system_wide_balancing_area	2507121512	88.6405260437
system_wide_balancing_area	2507121514	85.5631339401
system_wide_balancing_area	2507121516	86.99441105560001
system_wide_balancing_area	2507121518	93.3530997094
system_wide_balancing_area	2507121520	85.4596943823
