load_zone	period	AES	Airport_DSG	Battery_Bulk	CC_152	CIP_CT	CentralTrackingPV	FlatDistPV	H-Power	Honolulu_8	Honolulu_9	IC_Schofield	Kahe_1	Kahe_2	Kahe_3	Kahe_4	Kahe_5	Kahe_6	Kalaeloa_CC1	Kalaeloa_CC2	Kalaeloa_CC3	Nuclear	OnshoreWind	SlopedDistPV	Waiau_10	Waiau_6	Waiau_7	Waiau_8	Waiau_9	hydro	batteries	fuel cells
Oahu	2020	180.0	8.0	3.3891302630644873	0.0	113.0	288.1516315731362	180.264	73.0	53.4	54.4	48.84	82.1	82.1	86.1	85.3	134.3	134.4	90.0	0.0	28.0	0.0	99.0	263.736	49.9	53.5	82.9	86.1	52.9	0.0	0.0	0.0
Oahu	2025	180.0	8.0	88.35162571388524	150.586	113.0	321.6242132366357	180.264	73.0	0.0	0.0	48.84	0.0	0.0	0.0	0.0	134.3	134.4	90.0	90.0	28.0	0.0	99.0	263.736	49.9	0.0	0.0	0.0	52.9	0.0	0.0	0.0
Oahu	2030	180.0	8.0	94.43248507572352	150.586	113.0	653.5127355718743	180.264	73.0	0.0	0.0	48.84	0.0	0.0	0.0	0.0	134.3	134.4	90.0	90.0	28.0	0.0	99.0	263.736	49.9	0.0	0.0	0.0	52.9	0.0	0.0	0.0
Oahu	2035	180.0	8.0	254.06635609264595	150.586	113.0	764.1796235542291	180.264	73.0	0.0	0.0	48.84	0.0	0.0	0.0	0.0	134.3	134.4	90.0	90.0	28.0	0.0	99.0	263.736	49.9	0.0	0.0	0.0	52.9	0.0	0.0	0.0
Oahu	2040	180.0	8.0	358.75267345854354	150.586	113.0	1625.3594677539336	180.264	73.0	0.0	0.0	48.84	0.0	0.0	0.0	0.0	134.3	134.4	90.0	90.0	28.0	17.93752416475337	453.6917749267341	263.736	49.9	0.0	0.0	0.0	52.9	150.0	0.0	0.0
Oahu	2045	0.0	0.0	373.5086884047111	150.586	0.0	1620.3594677539336	180.264	73.0	0.0	0.0	48.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	646.0825619243474	453.6917749267341	263.736	49.9	0.0	0.0	0.0	0.0	150.0	0.0	136.07931093273925
