scenario	max_demand_response_share	total_cost	cost_per_kwh	cost_per_kwh_2020	cost_per_kwh_2025	cost_per_kwh_2030	cost_per_kwh_2035	cost_per_kwh_2040	cost_per_kwh_2045	renewable_share_all_years	renewable_share_2020	renewable_share_2025	renewable_share_2030	renewable_share_2035	renewable_share_2040	renewable_share_2045	biofuel_share_all_years	biofuel_share_2020	biofuel_share_2025	biofuel_share_2030	biofuel_share_2035	biofuel_share_2040	biofuel_share_2045
	0.1	26359550688.719864	0.16281452518060924	0.20357536817737432	0.18897171206061766	0.1686366302577075	0.13959937235523368	0.12111868814560323	0.13132797368064902	0.5507606419312451	0.3005690357777427	0.2999999999999997	0.3999999999999985	0.39999999999999686	0.6999999999999981	1.000000000000003	0.0029747573459643697	0.0	0.0	0.0	0.0	0.0	0.014403693749415023
