DispatchFuelCellMW_index_1	DispatchFuelCellMW_index_2	DispatchFuelCellMW
Oahu	4507072118	0.0
Oahu	4507072120	0.0
Oahu	4507072122	0.0
Oahu	4507082500	9.127623311832863
Oahu	4507082502	9.127623311832863
Oahu	4507082504	62.76055539000663
Oahu	4507082506	17.927895604751207
Oahu	4507082508	0.0
Oahu	4507082510	0.0
Oahu	4507082512	0.0
Oahu	4507082514	0.0
Oahu	4507082516	0.0
Oahu	4507082518	89.5958879668994
Oahu	4507082520	19.50534523036579
Oahu	4507082522	19.50534523036579
Oahu	4507121500	0.0
Oahu	4507121502	0.0
Oahu	4507121504	0.0
Oahu	4507121506	0.0
Oahu	4507121508	0.0
Oahu	4507121510	0.0
Oahu	4507121512	0.0
Oahu	4507121514	0.0
Oahu	4507121516	0.0
Oahu	4507121518	0.0
Oahu	4507121520	0.0
Oahu	4507121522	0.0
Oahu	4507121800	0.0
Oahu	4507121802	0.0
Oahu	4507121804	0.0
Oahu	4507121806	-6.252776074688882e-13
Oahu	4507121808	0.0
Oahu	4507121810	0.0
Oahu	4507121812	0.0
Oahu	4507121814	0.0
Oahu	4507121816	0.0
Oahu	4507121818	71.06292775953102
Oahu	4507121820	71.06292775953182
Oahu	4507121822	0.0
Oahu	4507121900	0.0
Oahu	4507121902	0.0
Oahu	4507121904	0.0
Oahu	4507121906	-2.2511680020098623e-13
Oahu	4507121908	0.0
Oahu	4507121910	0.0
Oahu	4507121912	0.0
Oahu	4507121914	0.0
Oahu	4507121916	0.0
Oahu	4507121918	74.5927054934917
Oahu	4507121920	2.8421709430404007e-13
Oahu	4507121922	0.0
Oahu	4508010900	113.43699930550589
Oahu	4508010902	136.07931093273925
Oahu	4508010904	136.07931093273925
Oahu	4508010906	136.07931093273953
Oahu	4508010908	0.0
Oahu	4508010910	0.0
Oahu	4508010912	0.0
Oahu	4508010914	0.0
Oahu	4508010916	0.0
Oahu	4508010918	136.07931093273922
Oahu	4508010920	136.07931093273925
Oahu	4508010922	113.43699930550589
Oahu	4508042100	0.0
Oahu	4508042102	0.0
Oahu	4508042104	0.0
Oahu	4508042106	0.0
Oahu	4508042108	0.0
Oahu	4508042110	0.0
Oahu	4508042112	0.0
Oahu	4508042114	0.0
Oahu	4508042116	0.0
Oahu	4508042118	0.0
Oahu	4508042120	0.0
Oahu	4508042122	0.0
Oahu	4508050100	0.0
Oahu	4508050102	0.0
Oahu	4508050104	0.0
Oahu	4508050106	0.0
Oahu	4508050108	0.0
Oahu	4508050110	0.0
Oahu	4508050112	0.0
Oahu	4508050114	0.0
Oahu	4508050116	0.0
Oahu	4508050118	0.0
Oahu	4508050120	0.0
Oahu	4508050122	0.0
Oahu	4508072700	0.0
Oahu	4508072702	0.0
Oahu	4508072704	0.0
Oahu	4508072706	0.0
Oahu	4508072708	0.0
Oahu	4508072710	0.0
Oahu	4508072712	0.0
Oahu	4508072714	0.0
Oahu	4508072716	0.0
Oahu	4508072718	0.0
Oahu	4508072720	0.0
Oahu	4508072722	0.0
Oahu	4508091000	0.0
Oahu	4508091002	0.0
Oahu	4508091004	101.33689934832692
Oahu	4508091006	101.33689934832692
Oahu	4508091008	0.0
Oahu	4508091010	0.0
Oahu	4508091012	0.0
Oahu	4508091014	0.0
Oahu	4508091016	0.0
Oahu	4508091018	100.92798683297849
Oahu	4508091020	100.92798683297849
Oahu	4508091022	0.0006975551712713468
Oahu	4508100300	0.0
Oahu	4508100302	0.0
Oahu	4508100304	31.500773015908827
Oahu	4508100306	100.14156039750266
Oahu	4508100308	0.0
Oahu	4508100310	0.0
Oahu	4508100312	0.0
Oahu	4508100314	0.0
Oahu	4508100316	0.0
Oahu	4508100318	0.0
Oahu	4508100320	136.07931093273925
Oahu	4508100322	0.0
Oahu	4508110800	0.0
Oahu	4508110802	0.0
Oahu	4508110804	0.0
Oahu	4508110806	0.0
Oahu	4508110808	0.0
Oahu	4508110810	0.0
Oahu	4508110812	0.0
Oahu	4508110814	0.0
Oahu	4508110816	0.0
Oahu	4508110818	0.0
Oahu	4508110820	0.0
Oahu	4508110822	0.0
Oahu	4508120500	0.0
Oahu	4508120502	0.0
Oahu	4508120504	135.20765484332594
Oahu	4508120506	135.20765484332594
Oahu	4508120508	0.0
Oahu	4508120510	0.0
Oahu	4508120512	0.0
Oahu	4508120514	0.0
Oahu	4508120516	0.0
Oahu	4508120518	106.94298023521206
Oahu	4508120520	106.94298023521293
Oahu	4508120522	0.0
Oahu	4508120800	136.07931093273925
Oahu	4508120802	136.07931093273925
Oahu	4508120804	136.07931093273925
Oahu	4508120806	136.07931093273925
Oahu	4508120808	59.68204309720784
Oahu	4508120810	0.0
Oahu	4508120812	0.0
Oahu	4508120814	0.0
Oahu	4508120816	3.380358047400591
Oahu	4508120818	136.07931093273925
Oahu	4508120820	136.07931093273925
Oahu	4508120822	136.07931093273925
