load_zone	timestamp	ZoneTotalCentralDispatch	ZoneTotalDistributedDispatch	DispatchFuelCellMW	GeneratePumpedHydro	zone_demand_mw	StorageNetCharge	ChargeEVs	RunElectrolyzerMW	LiquifyHydrogenMW	ShiftDemand	StorePumpedHydro
Oahu	2025-07-27-14:00	1153.75	0	0	0	923.137	0	31.7403	0	0	198.871	0
Oahu	2025-07-27-16:00	957.554	0	0	0	945.554	0	49.1099	0	0	-37.1096	0
Oahu	2025-07-27-18:00	885.176	0	0	0	931.812	0	40.41	0	0	-87.0461	0
Oahu	2025-07-27-20:00	862.263	0	0	0	942.642	0	13.8853	0	0	-94.2642	0
Oahu	2025-07-27-22:00	709.146	0	0	0	775.808	0	10.9187	0	0	-77.5808	0
Oahu	2025-08-25-00:00	751.471	0	0	0	645.356	0	132.237	0	0	-26.1221	0
Oahu	2025-08-25-02:00	744.337	0	0	0	578.318	0	223.851	0	0	-57.8318	0
Oahu	2025-08-25-04:00	736.411	0	0	0	590.403	0	184.566	0	0	-38.5577	0
Oahu	2025-08-25-06:00	800.425	0	0	0	709.639	0	161.75	0	0	-70.9639	0
Oahu	2025-08-25-08:00	1041.61	0	0	0	922.083	0	157.736	0	0	-38.2121	0
Oahu	2025-08-25-10:00	1195.99	0	0	0	993.975	0	65.9091	0	0	136.11	0
Oahu	2025-08-25-12:00	1176.86	0	0	0	981.95	0	24.0237	0	0	170.886	0
Oahu	2025-08-25-14:00	1165.91	0	0	0	969.218	0	14.5749	0	0	182.12	0
Oahu	2025-08-25-16:00	999.073	0	0	0	980.756	0	20.5034	0	0	-2.18651	0
Oahu	2025-08-25-18:00	889.658	0	0	0	976.3	0	10.9875	0	0	-97.63	0
Oahu	2025-08-25-20:00	850.426	0	0	0	937.281	0	6.87337	0	0	-93.7281	0
Oahu	2025-08-25-22:00	767.311	0	0	0	801.126	0	30.0688	0	0	-63.8836	0
Oahu	2025-09-10-00:00	748.876	0	0	0	610.38	0	183.006	0	0	-44.5093	0
Oahu	2025-09-10-02:00	751.559	0	0	0	564.819	0	243.222	0	0	-56.4819	0
Oahu	2025-09-10-04:00	746.118	0	0	0	625.455	0	183.208	0	0	-62.5455	0
Oahu	2025-09-10-06:00	848.936	0	0	0	852.147	0	82.0037	0	0	-85.2147	0
Oahu	2025-09-10-08:00	1122.29	0	0	0	969.638	0	96.6733	0	0	55.9773	0
Oahu	2025-09-10-10:00	1202.15	0	0	0	1039.35	0	69.2714	0	0	93.5201	0
Oahu	2025-09-10-12:00	1239.01	0	0	0	1050.76	0	22.4505	0	0	165.797	0
Oahu	2025-09-10-14:00	1175.17	0	0	0	1050.8	0	14.2221	0	0	110.152	0
Oahu	2025-09-10-16:00	1157.54	0	0	0	1036.82	0	21.5048	0	0	99.2154	0
Oahu	2025-09-10-18:00	968.09	0	0	0	1050.15	0	22.9516	0	0	-105.015	0
Oahu	2025-09-10-20:00	881.022	0	0	0	961.62	0	15.5639	0	0	-96.162	0
Oahu	2025-09-10-22:00	751.596	0	0	0	747.325	0	79.0034	0	0	-74.7325	0
Oahu	2025-10-03-00:00	777.455	0	0	0	612.887	0	206.675	0	0	-42.1073	0
Oahu	2025-10-03-02:00	832.298	0	0	0	568.398	0	320.739	0	0	-56.8398	0
Oahu	2025-10-03-04:00	766.121	0	0	0	632.806	0	196.595	0	0	-63.2806	0
Oahu	2025-10-03-06:00	867.652	0	0	0	861.358	0	92.4294	0	0	-86.1358	0
Oahu	2025-10-03-08:00	1132.56	0	0	0	988.324	0	77.3886	0	0	66.8501	0
Oahu	2025-10-03-10:00	1252.82	0	0	0	1045.99	0	54.4283	0	0	152.401	0
Oahu	2025-10-03-12:00	1198.61	0	0	0	1060.53	0	17.8594	0	0	120.222	0
Oahu	2025-10-03-14:00	1121.34	0	0	0	1052.01	0	7.45567	0	0	61.8706	0
Oahu	2025-10-03-16:00	1087.12	0	0	0	1016.38	0	6.97794	0	0	63.7578	0
Oahu	2025-10-03-18:00	940.332	0	0	0	1031.77	0	11.7377	0	0	-103.177	0
Oahu	2025-10-03-20:00	872.061	0	0	0	937.788	0	11.4925	0	0	-77.2201	0
Oahu	2025-10-03-22:00	767.434	0	0	0	774.473	0	29.3017	0	0	-36.3407	0
Oahu	2025-11-08-00:00	649.999	0	0	0	602.412	0	68.2082	0	0	-20.621	0
Oahu	2025-11-08-02:00	774.468	0	0	0	550.107	0	144.666	0	0	79.6951	0
Oahu	2025-11-08-04:00	702.707	0	0	0	562.807	0	189.534	0	0	-49.6336	0
Oahu	2025-11-08-06:00	832.91	0	0	0	676.021	0	224.491	0	0	-67.6021	0
Oahu	2025-11-08-08:00	1009.17	0	0	0	840.337	0	211.244	0	0	-42.4121	0
Oahu	2025-11-08-10:00	1034.25	0	0	0	904.068	0	73.5582	0	0	56.6269	0
Oahu	2025-11-08-12:00	1117.2	0	0	0	915.948	0	28.5866	0	0	172.663	0
Oahu	2025-11-08-14:00	1071.87	0	0	0	889.76	0	20.3512	0	0	161.754	0
Oahu	2025-11-08-16:00	869.259	0	0	0	892.834	0	29.5659	0	0	-53.141	0
Oahu	2025-11-08-18:00	874.467	0	0	0	943.895	0	9.9834	0	0	-79.4118	0
Oahu	2025-11-08-20:00	773.363	0	0	0	854.847	0	4.00078	0	0	-85.4847	0
Oahu	2025-11-08-22:00	680.79	0	0	0	724.332	0	28.8913	0	0	-72.4332	0
Oahu	2025-12-05-00:00	746.399	0	0	0	569.601	0	233.758	0	0	-56.9601	0
Oahu	2025-12-05-02:00	755.762	0	0	0	524.637	0	283.589	0	0	-52.4637	0
Oahu	2025-12-05-04:00	762.415	0	0	0	587.397	0	127.17	0	0	47.8481	0
Oahu	2025-12-05-06:00	837.56	0	0	0	830.186	0	90.3928	0	0	-83.0186	0
Oahu	2025-12-05-08:00	1012.39	0	0	0	918.86	0	103.11	0	0	-9.58372	0
Oahu	2025-12-05-10:00	1083.87	0	0	0	967.555	0	56.4376	0	0	59.8734	0
Oahu	2025-12-05-12:00	1129.64	0	0	0	978.536	0	18.519	0	0	132.589	0
Oahu	2025-12-05-14:00	1068.88	0	0	0	958.557	0	12.1104	0	0	98.2155	0
Oahu	2025-12-05-16:00	970.038	0	0	0	935.382	0	18.692	0	0	15.9638	0
Oahu	2025-12-05-18:00	899.704	0	0	0	955.958	0	18.8337	0	0	-75.0878	0
Oahu	2025-12-05-20:00	790.553	0	0	0	860.367	0	16.2223	0	0	-86.0367	0
Oahu	2025-12-05-22:00	780.466	0	0	0	717.558	0	54.2475	0	0	8.66054	0
Oahu	2025-12-08-00:00	758.347	0	0	0	539.581	0	213.022	0	0	5.74343	0
Oahu	2025-12-08-02:00	741.927	0	0	0	501.26	0	290.793	0	0	-50.126	0
Oahu	2025-12-08-04:00	747.197	0	0	0	575.799	0	192.989	0	0	-21.5921	0
Oahu	2025-12-08-06:00	801.048	0	0	0	813.937	0	68.5049	0	0	-81.3937	0
Oahu	2025-12-08-08:00	966.924	0	0	0	908.031	0	72.4331	0	0	-13.5405	0
Oahu	2025-12-08-10:00	1067.98	0	0	0	954.522	0	49.9459	0	0	63.5153	0
Oahu	2025-12-08-12:00	1115.53	0	0	0	962.176	0	15.5453	0	0	137.806	0
Oahu	2025-12-08-14:00	1145.89	0	0	0	958.364	0	8.26594	0	0	179.255	0
Oahu	2025-12-08-16:00	912.808	0	0	0	934.431	0	10.6501	0	0	-32.2734	0
Oahu	2025-12-08-18:00	922.855	0	0	0	1010.78	0	13.1526	0	0	-101.078	0
Oahu	2025-12-08-20:00	851.679	0	0	0	897.061	0	14.0227	0	0	-59.4046	0
Oahu	2025-12-08-22:00	752.158	0	0	0	695.313	0	83.7565	0	0	-26.9116	0
Oahu	2025-12-15-00:00	712.36	0	0	0	592.094	0	179.476	0	0	-59.2094	0
Oahu	2025-12-15-02:00	731.204	0	0	0	527.522	0	256.434	0	0	-52.7522	0
Oahu	2025-12-15-04:00	710.939	0	0	0	551.751	0	178.907	0	0	-19.7196	0
Oahu	2025-12-15-06:00	686.3	0	0	0	678.209	0	75.9116	0	0	-67.8209	0
Oahu	2025-12-15-08:00	904.01	0	0	0	847.963	0	79.8513	0	0	-23.8045	0
Oahu	2025-12-15-10:00	1049.69	0	0	0	898.092	0	52.2114	0	0	99.3864	0
Oahu	2025-12-15-12:00	1129.5	0	0	0	886.405	0	21.5	0	0	221.595	0
Oahu	2025-12-15-14:00	1019.36	0	0	0	855.631	0	22.6246	0	0	141.102	0
Oahu	2025-12-15-16:00	886.224	0	0	0	869.944	0	28.2645	0	0	-11.9845	0
Oahu	2025-12-15-18:00	894.872	0	0	0	933.531	0	30.1776	0	0	-68.8365	0
Oahu	2025-12-15-20:00	800.794	0	0	0	854.597	0	31.657	0	0	-85.4597	0
Oahu	2025-12-15-22:00	728.526	0	0	0	724.957	0	76.0654	0	0	-72.4957	0
Oahu	2025-12-18-00:00	803.848	0	0	0	546.241	0	189.549	0	0	68.0571	0
Oahu	2025-12-18-02:00	801.905	0	0	0	494.65	0	345.361	0	0	-38.1055	0
Oahu	2025-12-18-04:00	805.144	0	0	0	565.189	0	222.276	0	0	17.6786	0
Oahu	2025-12-18-06:00	797.234	0	0	0	807.243	0	70.7159	0	0	-80.7243	0
Oahu	2025-12-18-08:00	885.253	0	0	0	880.447	0	73.3323	0	0	-68.5266	0
Oahu	2025-12-18-10:00	957.774	0	0	0	917.458	0	54.4061	0	0	-14.0896	0
Oahu	2025-12-18-12:00	1042.84	0	0	0	934.217	0	18.667	0	0	89.9552	0
Oahu	2025-12-18-14:00	1091.2	0	0	0	924.062	0	6.99117	0	0	160.143	0
Oahu	2025-12-18-16:00	920.805	0	0	0	918.224	0	5.4365	0	0	-2.85522	0
Oahu	2025-12-18-18:00	923.055	0	0	0	1012.87	0	11.4698	0	0	-101.287	0
Oahu	2025-12-18-20:00	833.799	0	0	0	901.733	0	11.5275	0	0	-79.4609	0
Oahu	2025-12-18-22:00	790.567	0	0	0	718.004	0	23.3477	0	0	49.2156	0
Oahu	2025-12-19-00:00	782.71	0	0	0	549.692	0	244.902	0	0	-11.8843	0
Oahu	2025-12-19-02:00	789.215	0	0	0	501.105	0	338.221	0	0	-50.1105	0
Oahu	2025-12-19-04:00	796.949	0	0	0	572.4	0	162.725	0	0	61.8247	0
Oahu	2025-12-19-06:00	789.085	0	0	0	810.326	0	59.7918	0	0	-81.0326	0
Oahu	2025-12-19-08:00	907.195	0	0	0	895.546	0	72.0528	0	0	-60.4036	0
Oahu	2025-12-19-10:00	1012.75	0	0	0	944.343	0	52.6805	0	0	15.7292	0
Oahu	2025-12-19-12:00	1087.13	0	0	0	942.801	0	16.0589	0	0	128.275	0
Oahu	2025-12-19-14:00	1104.74	0	0	0	942.204	0	6.08105	0	0	156.459	0
Oahu	2025-12-19-16:00	955.81	0	0	0	938.952	0	8.07806	0	0	8.78008	0
Oahu	2025-12-19-18:00	928.92	0	0	0	1016.59	0	13.9869	0	0	-101.659	0
Oahu	2025-12-19-20:00	843.337	0	0	0	912.524	0	12.9078	0	0	-82.0955	0
Oahu	2025-12-19-22:00	786.122	0	0	0	724.41	0	45.5949	0	0	16.118	0
Oahu	2030-01-09-00:00	779.661	0	0	0	612.797	0	228.143	0	0	-61.2797	0
Oahu	2030-01-09-02:00	790.204	0	0	0	583.194	0	265.329	0	0	-58.3194	0
Oahu	2030-01-09-04:00	849.565	0	0	0	622.1	0	289.676	0	0	-62.21	0
Oahu	2030-01-09-06:00	916.158	0	0	0	753.42	0	238.08	0	0	-75.342	0
Oahu	2030-01-09-08:00	1049.31	0	0	0	831.674	0	287.414	0	0	-69.7758	0
Oahu	2030-01-09-10:00	1249.36	0	0	0	882.51	0	181.381	0	0	185.473	0
Oahu	2030-01-09-12:00	1168.78	0	0	0	894.677	0	61.4588	0	0	212.642	0
Oahu	2030-01-09-14:00	1135.31	0	0	0	901.913	0	44.8259	0	0	188.572	0
Oahu	2030-01-09-16:00	964.573	0	0	0	896.387	0	74.197	0	0	-6.01082	0
Oahu	2030-01-09-18:00	916.158	0	0	0	945.295	0	65.3929	0	0	-94.5295	0
Oahu	2030-01-09-20:00	804.067	0	0	0	861.066	0	29.1074	0	0	-86.1066	0
Oahu	2030-01-09-22:00	786.995	0	0	0	731.132	0	128.976	0	0	-73.1132	0
Oahu	2030-04-21-00:00	766.981	0	0	0	620.489	0	208.541	0	0	-62.0489	0
Oahu	2030-04-21-02:00	779.342	0	0	0	590.304	0	248.068	0	0	-59.0304	0
Oahu	2030-04-21-04:00	779.924	0	0	0	637.68	0	206.012	0	0	-63.768	0
Oahu	2030-04-21-06:00	879.217	0	0	0	788.893	0	169.213	0	0	-78.8893	0
Oahu	2030-04-21-08:00	979.356	0	0	0	865.259	0	200.623	0	0	-86.5259	0
Oahu	2030-04-21-10:00	1151.55	0	0	0	902.62	0	198.134	0	0	50.7976	0
Oahu	2030-04-21-12:00	1335.58	0	0	0	911.13	0	120.711	0	0	303.737	0
Oahu	2030-04-21-14:00	1333.49	0	0	0	912.985	0	84.6513	0	0	335.855	0
Oahu	2030-04-21-16:00	913.928	0	0	0	900.606	0	103.383	0	0	-90.0606	0
Oahu	2030-04-21-18:00	945.407	0	0	0	906.825	0	129.264	0	0	-90.6825	0
Oahu	2030-04-21-20:00	897.457	0	0	0	868.071	0	116.193	0	0	-86.8071	0
Oahu	2030-04-21-22:00	762.376	0	0	0	725.765	0	109.188	0	0	-72.5765	0
Oahu	2030-05-01-00:00	766.403	0	0	0	629.765	0	199.615	0	0	-62.9765	0
Oahu	2030-05-01-02:00	743.338	0	0	0	601.581	0	201.915	0	0	-60.1581	0
Oahu	2030-05-01-04:00	826.464	0	0	0	645.312	0	245.683	0	0	-64.5312	0
Oahu	2030-05-01-06:00	896.454	0	0	0	802.018	0	174.638	0	0	-80.2018	0
Oahu	2030-05-01-08:00	1010.6	0	0	0	871.432	0	226.308	0	0	-87.1432	0
Oahu	2030-05-01-10:00	1194.96	0	0	0	904.732	0	175.306	0	0	114.92	0
Oahu	2030-05-01-12:00	1148.05	0	0	0	912.107	0	84.2957	0	0	151.649	0
Oahu	2030-05-01-14:00	1284.98	0	0	0	915.507	0	78.4283	0	0	291.049	0
Oahu	2030-05-01-16:00	1048.68	0	0	0	903.22	0	97.157	0	0	48.3055	0
Oahu	2030-05-01-18:00	916.544	0	0	0	902.719	0	104.097	0	0	-90.2719	0
Oahu	2030-05-01-20:00	891.622	0	0	0	868.494	0	109.978	0	0	-86.8494	0
Oahu	2030-05-01-22:00	860.694	0	0	0	737.926	0	196.561	0	0	-73.7926	0
Oahu	2030-05-17-00:00	687.212	0	0	0	627.086	0	122.834	0	0	-62.7086	0
Oahu	2030-05-17-02:00	715.778	0	0	0	595.14	0	180.152	0	0	-59.514	0
Oahu	2030-05-17-04:00	848.093	0	0	0	627.385	0	283.446	0	0	-62.7385	0
Oahu	2030-05-17-06:00	935.064	0	0	0	786.44	0	226.447	0	0	-77.8221	0
Oahu	2030-05-17-08:00	1194.61	0	0	0	867.542	0	312.757	0	0	14.3077	0
Oahu	2030-05-17-10:00	1230.97	0	0	0	904.891	0	255.873	0	0	70.2066	0
Oahu	2030-05-17-12:00	1273.15	0	0	0	914.555	0	99.3672	0	0	259.227	0
Oahu	2030-05-17-14:00	1204.64	0	0	0	914.724	0	69.1713	0	0	220.745	0
Oahu	2030-05-17-16:00	953.665	0	0	0	904.924	0	108.975	0	0	-60.2343	0
Oahu	2030-05-17-18:00	920.952	0	0	0	887.804	0	114.166	0	0	-81.0185	0
Oahu	2030-05-17-20:00	834.286	0	0	0	868.691	0	52.4641	0	0	-86.8691	0
Oahu	2030-05-17-22:00	730.562	0	0	0	735.816	0	68.3282	0	0	-73.5816	0
Oahu	2030-07-09-00:00	744.453	0	0	0	649.7	0	159.723	0	0	-64.97	0
Oahu	2030-07-09-02:00	738.921	0	0	0	615.734	0	184.76	0	0	-61.5734	0
Oahu	2030-07-09-04:00	858.152	0	0	0	657.006	0	266.847	0	0	-65.7006	0
Oahu	2030-07-09-06:00	938.747	0	0	0	791.947	0	225.995	0	0	-79.1947	0
Oahu	2030-07-09-08:00	1169.04	0	0	0	891.922	0	301.55	0	0	-24.4329	0
Oahu	2030-07-09-10:00	1209.81	0	0	0	936.668	0	224.388	0	0	48.753	0
Oahu	2030-07-09-12:00	1197.55	0	0	0	947.514	0	82.5171	0	0	167.518	0
Oahu	2030-07-09-14:00	1248.02	0	0	0	947.001	0	63.4705	0	0	237.553	0
Oahu	2030-07-09-16:00	1135.22	0	0	0	936.538	0	98.9644	0	0	99.7219	0
Oahu	2030-07-09-18:00	915.618	0	0	0	909.814	0	96.7854	0	0	-90.9814	0
Oahu	2030-07-09-20:00	873.653	0	0	0	897.884	0	65.5574	0	0	-89.7884	0
Oahu	2030-07-09-22:00	815.562	0	0	0	769.041	0	123.425	0	0	-76.9041	0
Oahu	2030-07-21-00:00	795.031	0	0	0	689.394	0	174.576	0	0	-68.9394	0
Oahu	2030-07-21-02:00	785.635	0	0	0	648.382	0	202.092	0	0	-64.8382	0
Oahu	2030-07-21-04:00	792.377	0	0	0	652.876	0	204.789	0	0	-65.2876	0
Oahu	2030-07-21-06:00	843.946	0	0	0	730.296	0	186.68	0	0	-73.0296	0
Oahu	2030-07-21-08:00	1053.32	0	0	0	850.617	0	221.384	0	0	-18.6852	0
Oahu	2030-07-21-10:00	1256.19	0	0	0	896.962	0	223.461	0	0	135.766	0
Oahu	2030-07-21-12:00	1281.22	0	0	0	894.299	0	129.752	0	0	257.171	0
Oahu	2030-07-21-14:00	1161.41	0	0	0	886.499	0	84.9851	0	0	189.93	0
Oahu	2030-07-21-16:00	957.823	0	0	0	887.22	0	111.248	0	0	-40.6456	0
Oahu	2030-07-21-18:00	925.019	0	0	0	876.407	0	136.253	0	0	-87.6407	0
Oahu	2030-07-21-20:00	895.418	0	0	0	864.99	0	116.927	0	0	-86.499	0
Oahu	2030-07-21-22:00	797.553	0	0	0	773.022	0	101.833	0	0	-77.3022	0
Oahu	2030-07-27-00:00	708.299	0	0	0	669.7	0	105.568	0	0	-66.97	0
Oahu	2030-07-27-02:00	766.252	0	0	0	623.486	0	205.114	0	0	-62.3486	0
Oahu	2030-07-27-04:00	848.626	0	0	0	627.335	0	284.024	0	0	-62.7335	0
Oahu	2030-07-27-06:00	828.522	0	0	0	673.358	0	222.5	0	0	-67.3358	0
Oahu	2030-07-27-08:00	992.191	0	0	0	785.638	0	285.117	0	0	-78.5638	0
Oahu	2030-07-27-10:00	1204.9	0	0	0	843.888	0	251.76	0	0	109.247	0
Oahu	2030-07-27-12:00	1274.17	0	0	0	853.401	0	115.428	0	0	305.338	0
Oahu	2030-07-27-14:00	1189.68	0	0	0	859.112	0	75.9588	0	0	254.605	0
Oahu	2030-07-27-16:00	901.338	0	0	0	873.749	0	108.874	0	0	-81.285	0
Oahu	2030-07-27-18:00	901.451	0	0	0	864.777	0	123.152	0	0	-86.4777	0
Oahu	2030-07-27-20:00	860.344	0	0	0	871.848	0	75.6808	0	0	-87.1848	0
Oahu	2030-07-27-22:00	727.427	0	0	0	762.914	0	40.8039	0	0	-76.2914	0
Oahu	2030-08-25-00:00	716.364	0	0	0	677.736	0	106.401	0	0	-67.7736	0
Oahu	2030-08-25-02:00	739.279	0	0	0	633.964	0	168.712	0	0	-63.3964	0
Oahu	2030-08-25-04:00	849.014	0	0	0	641.855	0	271.345	0	0	-64.1855	0
Oahu	2030-08-25-06:00	867.546	0	0	0	719.71	0	219.807	0	0	-71.971	0
Oahu	2030-08-25-08:00	1129.74	0	0	0	858.424	0	301.472	0	0	-30.1514	0
Oahu	2030-08-25-10:00	1315.86	0	0	0	905.365	0	250.698	0	0	159.796	0
Oahu	2030-08-25-12:00	1285.04	0	0	0	897.514	0	110.634	0	0	276.893	0
Oahu	2030-08-25-14:00	1122.12	0	0	0	889.201	0	83.1827	0	0	149.739	0
Oahu	2030-08-25-16:00	979.004	0	0	0	896.734	0	117.058	0	0	-34.7882	0
Oahu	2030-08-25-18:00	932.404	0	0	0	893.825	0	127.962	0	0	-89.3825	0
Oahu	2030-08-25-20:00	852.413	0	0	0	868.347	0	70.9002	0	0	-86.8347	0
Oahu	2030-08-25-22:00	767.311	0	0	0	779.445	0	65.81	0	0	-77.9445	0
Oahu	2030-09-10-00:00	775.683	0	0	0	654.898	0	186.274	0	0	-65.4898	0
Oahu	2030-09-10-02:00	747.153	0	0	0	625.15	0	184.519	0	0	-62.515	0
Oahu	2030-09-10-04:00	818.281	0	0	0	664.742	0	220.013	0	0	-66.4742	0
Oahu	2030-09-10-06:00	916.158	0	0	0	812.759	0	184.675	0	0	-81.2759	0
Oahu	2030-09-10-08:00	1095.78	0	0	0	889.475	0	258.549	0	0	-52.2425	0
Oahu	2030-09-10-10:00	1219.9	0	0	0	934.996	0	207.278	0	0	77.623	0
Oahu	2030-09-10-12:00	1302.19	0	0	0	942.443	0	102.65	0	0	257.093	0
Oahu	2030-09-10-14:00	1122.59	0	0	0	942.469	0	90.2531	0	0	89.8719	0
Oahu	2030-09-10-16:00	1208.29	0	0	0	933.339	0	114.476	0	0	160.47	0
Oahu	2030-09-10-18:00	975.852	0	0	0	942.047	0	128.01	0	0	-94.2047	0
Oahu	2030-09-10-20:00	881.489	0	0	0	884.24	0	85.6733	0	0	-88.424	0
Oahu	2030-09-10-22:00	801.496	0	0	0	744.316	0	131.611	0	0	-74.4316	0
Oahu	2030-10-03-00:00	777.511	0	0	0	656.536	0	186.629	0	0	-65.6536	0
Oahu	2030-10-03-02:00	782.454	0	0	0	627.487	0	217.716	0	0	-62.7487	0
Oahu	2030-10-03-04:00	839.221	0	0	0	669.542	0	236.633	0	0	-66.9542	0
Oahu	2030-10-03-06:00	924.494	0	0	0	818.774	0	187.598	0	0	-81.8774	0
Oahu	2030-10-03-08:00	1258.25	0	0	0	901.675	0	264.129	0	0	92.4407	0
Oahu	2030-10-03-10:00	1270.24	0	0	0	939.327	0	205.759	0	0	125.149	0
Oahu	2030-10-03-12:00	1136.75	0	0	0	948.821	0	88.5593	0	0	99.3739	0
Oahu	2030-10-03-14:00	1155.17	0	0	0	943.262	0	77.3329	0	0	134.571	0
Oahu	2030-10-03-16:00	1104.29	0	0	0	919.996	0	102.513	0	0	81.7758	0
Oahu	2030-10-03-18:00	947.176	0	0	0	930.044	0	110.136	0	0	-93.0044	0
Oahu	2030-10-03-20:00	872.58	0	0	0	868.679	0	90.7695	0	0	-86.8679	0
Oahu	2030-10-03-22:00	812.044	0	0	0	762.043	0	126.205	0	0	-76.2043	0
Oahu	2030-11-08-00:00	825.369	0	0	0	649.696	0	240.642	0	0	-64.9696	0
Oahu	2030-11-08-02:00	786.463	0	0	0	615.544	0	232.473	0	0	-61.5544	0
Oahu	2030-11-08-04:00	755.428	0	0	0	623.836	0	193.976	0	0	-62.3836	0
Oahu	2030-11-08-06:00	800.241	0	0	0	697.759	0	172.258	0	0	-69.7759	0
Oahu	2030-11-08-08:00	1012.29	0	0	0	805.048	0	216.257	0	0	-9.01845	0
Oahu	2030-11-08-10:00	1096.83	0	0	0	846.661	0	201.429	0	0	48.7398	0
Oahu	2030-11-08-12:00	1267.43	0	0	0	854.418	0	109.293	0	0	303.718	0
Oahu	2030-11-08-14:00	1149.8	0	0	0	837.319	0	76.0451	0	0	236.436	0
Oahu	2030-11-08-16:00	861.519	0	0	0	839.326	0	101.736	0	0	-79.5429	0
Oahu	2030-11-08-18:00	906.805	0	0	0	872.666	0	121.406	0	0	-87.2666	0
Oahu	2030-11-08-20:00	828.238	0	0	0	814.522	0	95.1682	0	0	-81.4522	0
Oahu	2030-11-08-22:00	789.671	0	0	0	729.303	0	133.298	0	0	-72.9303	0
Oahu	2030-12-05-00:00	746.399	0	0	0	628.272	0	180.954	0	0	-62.8272	0
Oahu	2030-12-05-02:00	755.762	0	0	0	598.913	0	216.74	0	0	-59.8913	0
Oahu	2030-12-05-04:00	853.571	0	0	0	639.892	0	277.668	0	0	-63.9892	0
Oahu	2030-12-05-06:00	918.306	0	0	0	798.42	0	199.728	0	0	-79.842	0
Oahu	2030-12-05-08:00	1076.17	0	0	0	856.32	0	279.374	0	0	-59.5202	0
Oahu	2030-12-05-10:00	1200.95	0	0	0	888.115	0	216.848	0	0	95.9887	0
Oahu	2030-12-05-12:00	1185.75	0	0	0	895.285	0	77.8809	0	0	212.584	0
Oahu	2030-12-05-14:00	1145.88	0	0	0	882.239	0	66.2998	0	0	197.34	0
Oahu	2030-12-05-16:00	1030.45	0	0	0	867.107	0	104.461	0	0	58.8842	0
Oahu	2030-12-05-18:00	897.526	0	0	0	880.542	0	105.038	0	0	-88.0542	0
Oahu	2030-12-05-20:00	790.609	0	0	0	818.127	0	54.2952	0	0	-81.8127	0
Oahu	2030-12-05-22:00	770.714	0	0	0	724.88	0	114.694	0	0	-68.8596	0
Oahu	2030-12-08-00:00	758.347	0	0	0	608.671	0	210.543	0	0	-60.8671	0
Oahu	2030-12-08-02:00	791.827	0	0	0	583.649	0	266.542	0	0	-58.3649	0
Oahu	2030-12-08-04:00	847.955	0	0	0	632.32	0	278.867	0	0	-63.232	0
Oahu	2030-12-08-06:00	905.684	0	0	0	787.81	0	196.655	0	0	-78.781	0
Oahu	2030-12-08-08:00	1043.93	0	0	0	849.249	0	273.709	0	0	-79.0227	0
Oahu	2030-12-08-10:00	1157.46	0	0	0	879.605	0	209.967	0	0	67.891	0
Oahu	2030-12-08-12:00	1233.91	0	0	0	884.603	0	71.869	0	0	277.439	0
Oahu	2030-12-08-14:00	1239.81	0	0	0	882.114	0	53.3562	0	0	304.343	0
Oahu	2030-12-08-16:00	889.13	0	0	0	866.487	0	85.1711	0	0	-62.5278	0
Oahu	2030-12-08-18:00	910.83	0	0	0	916.339	0	86.1257	0	0	-91.6339	0
Oahu	2030-12-08-20:00	810.099	0	0	0	842.086	0	52.2215	0	0	-84.2086	0
Oahu	2030-12-08-22:00	748.275	0	0	0	710.355	0	108.955	0	0	-71.0355	0
Oahu	2030-12-15-00:00	777.012	0	0	0	642.959	0	198.349	0	0	-64.2959	0
Oahu	2030-12-15-02:00	771.68	0	0	0	600.797	0	230.962	0	0	-60.0797	0
Oahu	2030-12-15-04:00	788.019	0	0	0	616.617	0	233.063	0	0	-61.6617	0
Oahu	2030-12-15-06:00	817.516	0	0	0	699.187	0	188.248	0	0	-69.9187	0
Oahu	2030-12-15-08:00	984.255	0	0	0	810.027	0	255.231	0	0	-81.0027	0
Oahu	2030-12-15-10:00	1154.12	0	0	0	842.759	0	211.872	0	0	99.4901	0
Oahu	2030-12-15-12:00	1266.17	0	0	0	835.128	0	95.0192	0	0	336.027	0
Oahu	2030-12-15-14:00	1049.17	0	0	0	815.035	0	72.4686	0	0	161.668	0
Oahu	2030-12-15-16:00	905.286	0	0	0	824.38	0	100.135	0	0	-19.2294	0
Oahu	2030-12-15-18:00	890.323	0	0	0	865.899	0	111.014	0	0	-86.5899	0
Oahu	2030-12-15-20:00	817.951	0	0	0	814.359	0	85.0275	0	0	-81.4359	0
Oahu	2030-12-15-22:00	769.333	0	0	0	729.711	0	112.593	0	0	-72.9711	0
Oahu	2030-12-18-00:00	802.688	0	0	0	613.02	0	250.97	0	0	-61.302	0
Oahu	2030-12-18-02:00	801.962	0	0	0	579.333	0	280.562	0	0	-57.9333	0
Oahu	2030-12-18-04:00	805.2	0	0	0	625.391	0	242.348	0	0	-62.5391	0
Oahu	2030-12-18-06:00	887.074	0	0	0	783.439	0	181.979	0	0	-78.3439	0
Oahu	2030-12-18-08:00	993.655	0	0	0	831.238	0	245.541	0	0	-83.1238	0
Oahu	2030-12-18-10:00	1034.45	0	0	0	855.404	0	201.422	0	0	-22.3758	0
