timestamp	Oahu_AES	Oahu_Airport_DSG	Oahu_Battery_Bulk	Oahu_Battery_Conting	Oahu_Battery_Reg	Oahu_CC_152	Oahu_CIP_CT	Oahu_CentralTrackingPV_PV_01	Oahu_CentralTrackingPV_PV_02	Oahu_CentralTrackingPV_PV_03	Oahu_CentralTrackingPV_PV_04	Oahu_CentralTrackingPV_PV_05	Oahu_CentralTrackingPV_PV_06	Oahu_CentralTrackingPV_PV_07	Oahu_CentralTrackingPV_PV_08	Oahu_CentralTrackingPV_PV_09	Oahu_CentralTrackingPV_PV_10	Oahu_CentralTrackingPV_PV_11	Oahu_CentralTrackingPV_PV_12	Oahu_CentralTrackingPV_PV_13	Oahu_CentralTrackingPV_PV_14	Oahu_CentralTrackingPV_PV_15	Oahu_CentralTrackingPV_PV_16	Oahu_CentralTrackingPV_PV_17	Oahu_CentralTrackingPV_PV_18	Oahu_FlatDistPV_Oahu_FlatDistPV_0	Oahu_FlatDistPV_Oahu_FlatDistPV_1	Oahu_FlatDistPV_Oahu_FlatDistPV_2	Oahu_FlatDistPV_Oahu_FlatDistPV_3	Oahu_H-Power	Oahu_Honolulu_8	Oahu_Honolulu_9	Oahu_IC_Barge	Oahu_IC_MCBH	Oahu_IC_Schofield	Oahu_Kahe_1	Oahu_Kahe_2	Oahu_Kahe_3	Oahu_Kahe_4	Oahu_Kahe_5	Oahu_Kahe_6	Oahu_Kalaeloa_CC1	Oahu_Kalaeloa_CC2	Oahu_Kalaeloa_CC3	Oahu_Nuclear	Oahu_OffshoreWind_OffWind	Oahu_OnshoreWind_OnWind_101	Oahu_OnshoreWind_OnWind_102	Oahu_OnshoreWind_OnWind_103	Oahu_OnshoreWind_OnWind_104	Oahu_OnshoreWind_OnWind_105	Oahu_OnshoreWind_OnWind_106	Oahu_OnshoreWind_OnWind_107	Oahu_OnshoreWind_OnWind_201	Oahu_OnshoreWind_OnWind_202	Oahu_OnshoreWind_OnWind_203	Oahu_OnshoreWind_OnWind_204	Oahu_OnshoreWind_OnWind_205	Oahu_OnshoreWind_OnWind_206	Oahu_OnshoreWind_OnWind_207	Oahu_OnshoreWind_OnWind_208	Oahu_OnshoreWind_OnWind_209	Oahu_OnshoreWind_OnWind_301	Oahu_OnshoreWind_OnWind_302	Oahu_OnshoreWind_OnWind_303	Oahu_OnshoreWind_OnWind_304	Oahu_OnshoreWind_OnWind_305	Oahu_OnshoreWind_OnWind_306	Oahu_OnshoreWind_OnWind_307	Oahu_OnshoreWind_OnWind_308	Oahu_OnshoreWind_OnWind_309	Oahu_OnshoreWind_OnWind_401	Oahu_OnshoreWind_OnWind_402	Oahu_OnshoreWind_OnWind_403	Oahu_OnshoreWind_OnWind_404	Oahu_OnshoreWind_OnWind_405	Oahu_OnshoreWind_OnWind_406	Oahu_OnshoreWind_OnWind_407	Oahu_OnshoreWind_OnWind_408	Oahu_OnshoreWind_OnWind_409	Oahu_OnshoreWind_OnWind_410	Oahu_OnshoreWind_OnWind_501	Oahu_OnshoreWind_OnWind_502	Oahu_OnshoreWind_OnWind_503	Oahu_OnshoreWind_OnWind_504	Oahu_OnshoreWind_OnWind_505	Oahu_OnshoreWind_OnWind_506	Oahu_OnshoreWind_OnWind_507	Oahu_OnshoreWind_OnWind_508	Oahu_OnshoreWind_OnWind_509	Oahu_OnshoreWind_OnWind_Kahuku	Oahu_OnshoreWind_OnWind_Kawailoa	Oahu_SlopedDistPV_Oahu_SlopedDistPV_0	Oahu_SlopedDistPV_Oahu_SlopedDistPV_1	Oahu_SlopedDistPV_Oahu_SlopedDistPV_10	Oahu_SlopedDistPV_Oahu_SlopedDistPV_11	Oahu_SlopedDistPV_Oahu_SlopedDistPV_12	Oahu_SlopedDistPV_Oahu_SlopedDistPV_13	Oahu_SlopedDistPV_Oahu_SlopedDistPV_14	Oahu_SlopedDistPV_Oahu_SlopedDistPV_15	Oahu_SlopedDistPV_Oahu_SlopedDistPV_2	Oahu_SlopedDistPV_Oahu_SlopedDistPV_3	Oahu_SlopedDistPV_Oahu_SlopedDistPV_4	Oahu_SlopedDistPV_Oahu_SlopedDistPV_5	Oahu_SlopedDistPV_Oahu_SlopedDistPV_6	Oahu_SlopedDistPV_Oahu_SlopedDistPV_7	Oahu_SlopedDistPV_Oahu_SlopedDistPV_8	Oahu_SlopedDistPV_Oahu_SlopedDistPV_9	Oahu_Waiau_10	Oahu_Waiau_6	Oahu_Waiau_7	Oahu_Waiau_8	Oahu_Waiau_9
2020-12-18-20:00	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	22.3	22.3	0	0	0	59.3	82.1	86.1	85.3	0	113.75	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.8588	34.0878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.7297	71.3	0
2020-12-18-22:00	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	0	47.9	48.1	73.7	73.1	0	74.1	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.9442	34.5938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	56.6	0
2020-12-19-00:00	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	22.3	0	0	0	0	47.9	36.7	73.7	60.8	114.4	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.2633	28.4176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.8	0
2020-12-19-02:00	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	22.3	0	0	0	0	47.9	36.7	73.7	60.8	114.4	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.975	34.2108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.089	0
2020-12-19-04:00	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	22.3	0	0	0	0	47.9	36.7	73.7	60.8	114.4	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.0559	36.864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.6	0
2020-12-19-06:00	67	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	0	59.3	77.381	86.1	85.3	134.3	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.6386	29.417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.6	0
2020-12-19-08:00	67	0	0	0	0	0	0	18.2866	0	0	76.9635	22.5133	0	17.3937	0	0	0	31.8666	0	0	0	0	0	0	0	5.96025	0	4.45274	8.76249	42.8	0	0	0	0	0	47.9	36.7	73.7	60.8	114.4	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.2292	29.301	0	5.20426	2.82776	0	7.27713	0	5.58701	0	0	1.21216	0	1.30997	5.20531	0	0	0	0	0	41	56.6	0
2020-12-19-10:00	67	0	0	0	0	0	0	21.5629	0	0	96.3978	28.1993	0	33.8552	0	0	0	32.58	0	0	0	0	0	0	0	17.7395	0	8.95634	18.6056	42.8	0	0	0	0	0	47.9	36.7	73.7	60.8	114.4	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.7314	30.0614	0	11.7405	8.36028	0	11.6969	0	12.1209	0	0	4.56135	0	5.15008	9.5138	0	0	0	0	0	41	51.8984	0
2020-12-19-12:00	67	0	0	0	0	0	0	20.5577	0	0	92.0723	26.9409	0	37.2299	0	0	0	28.5198	0	0	0	0	0	0	0	34.8874	0	15.6577	35.1743	42.8	0	0	0	0	0	47.9	36.7	73.7	60.8	114.4	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.1663	19.6007	0	20.2762	16.2182	0	16.4477	0	20.7848	0	0	9.20687	0	10.9367	16.1639	0	0	0	0	0	41	51.5138	0
2020-12-19-14:00	67	0	0	0	0	0	0	21.986	0	0	95.725	27.9823	0	45.7904	0	0	0	34.0216	0	0	0	0	0	0	0	28.9675	0	17.4381	30.4468	42.8	0	0	0	0	0	47.9	36.7	73.7	60.8	114.4	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.9452	33.6831	0	16.1448	10.0781	0	14.4073	0	28.8288	0	0	6.56703	0	7.00072	19.3893	0	0	0	0	0	41	51.5138	0
2020-12-19-16:00	67	0	0	0	0	0	0	18.0705	0	0	75.4471	21.9971	0	33.9186	0	0	0	27.1848	0	0	0	0	0	0	0	13.1188	0	5.46951	9.77055	42.8	0	22.3	0	0	0	47.9	36.7	73.7	60.8	114.4	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.8337	43.3573	0	5.01584	3.00469	0	4.10385	0	9.07099	0	0	4.42892	0	4.10682	5.60747	0	0	0	0	0	41	56.6	0
2020-12-19-18:00	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	30.1	38.4	0	0	0	82.1	82.1	86.1	85.3	134.3	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.343	43.4721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.1277	86.1	29.4
2020-12-19-20:00	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	22.3	0	0	0	5.46663	82.1	82.1	86.1	85.3	134.3	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.949	43.4953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.1395	0	0	86.1	0
2020-12-19-22:00	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	22.3	0	0	0	0	47.9	48.1	73.7	60.8	125.738	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.8825	27.2106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.6	0
2025-01-09-00:00	67	0	0	0	0	150.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	0	0	0	0	0	134.3	134.4	90	90	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00908808	1.35581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.997
2025-01-09-02:00	67	0	0	0	0	150.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	0	0	0	0	0	134.3	134.4	90	90	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.763524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-01-09-04:00	67	0	0	0	0	150.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	0	0	0	0	0	134.3	134.4	90	90	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.67239	0.00703945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-01-09-06:00	67	0	0	0	0	150.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	0	0	0	0	0	134.3	134.4	90	90	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.21026	9.66373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.9	0	0	0	0
2025-01-09-08:00	67	0	0	0	0	150.586	0	17.4253	0	0	94.6336	21.4683	0	38.1944	0	0	0	30.6248	0	0	0	0	0	0	0	16.5868	0	7.69082	27.1161	42.8	0	0	0	0	16.3999	0	0	0	0	134.3	95.7931	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0313518	1.70916	0	17.3703	14.0077	0	15.8738	0	4.55532	0	0	0.849455	0	4.85965	10.1126	0	0	0	16.9	0	0	0	0
2025-01-09-10:00	67	0	0	0	0	150.586	0	22.7947	0	0	123.742	28.1309	0	49.8637	0	0	0	39.9286	0	0	0	0	0	0	0	42.4359	0	23.4458	52.9838	42.8	0	0	0	0	16.3999	0	0	0	0	113.395	74.1	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00379992	0	0	31.3517	21.1957	0	30.4824	0	25.1022	0	0	6.55965	0	11.8646	25.7776	0	0	0	0	0	0	0	0
2025-01-09-12:00	67	0	0	0	0	150.586	0	17.2759	0	0	76.214	10.4254	0	43.8619	0	0	0	30.7298	0	0	0	0	0	0	0	49.5296	0	30.0121	57.5032	42.8	0	0	0	0	0	0	0	0	0	94.5	60.1844	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0739713	0.300151	0	31.8873	19.6991	0	30.0837	0	40.1085	0	0	10.7154	0	13.5946	32.3269	0	0	0	0	0	0	0	0
2025-01-09-14:00	67	0	0	0	0	150.586	0	17.015	0	0	77.714	27.7581	0	44.2095	0	0	0	39.626	0	0	0	0	0	0	0	40.414	0	26.0592	41.4008	42.8	0	0	0	0	16.3999	0	0	0	0	109.773	74.1	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.499242	3.12603	0	22.5856	11.3068	0	17.6039	0	40.628	0	0	9.65787	0	11.0386	26.6062	0	0	0	0	0	0	0	0
2025-01-09-16:00	67	0	0	0	0	150.586	0	7.47659	0	0	36.1604	23.2939	0	39.663	0	0	0	19.9647	0	0	0	0	0	0	0	25.1606	0	15.1652	17.1916	42.8	0	0	0	0	13.6666	0	0	0	0	120.505	74.1	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.766893	0.156059	0	8.2332	2.63756	0	2.75401	0	29.6796	0	0	6.83794	0	6.52725	15.2733	0	0	0	0	0	0	0	0
2025-01-09-18:00	121.707	0	0	0	0	150.586	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	16.28	0	0	0	0	134.3	134.4	90	90	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71927	1.87824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.9	0	0	0	52.9
2025-01-09-20:00	69.2928	0	0	0	0	150.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	0	0	0	0	0	134.3	134.4	90	90	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.258141	0.277917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.9	0	0	0	52.9
2025-01-09-22:00	67	0	0	0	0	150.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	0	0	0	0	0	134.3	134.4	90	90	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00907269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-21-00:00	67	0	0	0	0	150.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	0	0	0	0	0	134.3	134.4	90	90	27.9435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.2661	16.6293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-21-02:00	67	0	0	0	0	150.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	0	0	0	0	0	134.3	134.4	90	90	27.9435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.6043	28.6519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-21-04:00	67	0	0	0	0	150.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	0	0	0	0	0	134.3	134.4	90	90	27.9435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.276	21.5621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-21-06:00	67	0	0	0	0	150.586	0	5.39365	0	0	28.645	6.00756	0	12.4039	0	0	0	9.59489	0	0	0	0	0	0	0	0.571312	0	0.26476	0.597491	42.8	0	0	0	0	2.73331	0	0	0	0	134.3	102.23	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.1816	17.1847	0	0.349931	0.323248	0	0.390758	0	0.33681	0	0	0.187847	0	0.187896	0.264641	0	0	0	0	0	0	0	0
2025-04-21-08:00	67	0	0	0	0	150.586	0	24.5403	0	0	42.6531	28.1511	0	26.6913	0	0	0	26.6465	0	0	0	0	0	0	0	15.4328	0	7.25964	17.3971	42.8	0	0	0	0	8.19994	0	0	0	0	94.5	59.1135	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.522	51.5506	0	11.0399	8.4017	0	12.9393	0	10.7025	0	0	3.50357	0	4.04865	7.64102	0	0	0	0	0	0	0	0
2025-04-21-10:00	67	0	0	0	0	150.586	0	21.1251	0	0	112.964	34.1891	0	34.4916	0	0	0	37.8329	0	0	0	0	0	0	0	33.4937	0	17.2717	37.5796	42.8	0	0	0	0	8.19994	0	0	0	0	94.5	55.3704	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.503	36.0273	0	22.4208	18.3251	0	24.8457	0	25.4889	0	0	8.13326	0	8.89924	18.1863	0	0	0	0	0	0	0	0
2025-04-21-12:00	67	0	0	0	0	150.586	0	20.4055	0	0	148.468	34.1891	0	57.3607	0	0	0	45.2207	0	0	0	0	0	0	0	43.2011	0	21.8872	45.2415	42.8	0	0	0	0	2.73331	0	0	0	0	85.0571	54	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.9793	25.2281	0	26.0825	20.3391	0	27.3626	0	33.5076	0	0	11.8627	0	11.9101	22.3278	0	0	0	0	0	0	0	0
2025-04-21-14:00	67	0	0	0	0	150.586	0	27.6	0	0	150.135	34.1891	0	57.6211	0	0	0	49	0	0	0	0	0	0	0	39.4467	0	19.1401	36.7805	42.8	0	0	0	0	8.19994	0	0	0	0	94.5	55.3704	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.6653	24.4009	0	21.2942	15.4851	0	21.0998	0	31.4404	0	0	12.2858	0	10.912	19.3343	0	0	0	0	0	0	0	0
2025-04-21-16:00	67	0	0	0	0	150.586	0	25.1784	0	0	136.949	31.3587	0	29.413	0	0	0	40.3849	0	0	0	0	0	0	0	24.4467	0	9.43854	17.1653	42.8	0	0	0	0	0	0	0	0	0	83.3533	54	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.35887	18.9257	0	8.8036	6.18931	0	8.36467	0	21.4717	0	0	8.63502	0	6.11853	9.80254	0	0	0	0	0	0	0	0
2025-04-21-18:00	67	0	0	0	0	150.586	0	6.40488	0	0	32.7209	7.16008	0	13.3872	0	0	0	10.8428	0	0	0	0	0	0	0	1.62089	0	0.771	1.14552	42.8	0	0	0	0	10.9333	0	0	0	0	134.3	134.4	90	90	5.55469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2228	31.5739	0	0.730646	0.514468	0	0.774382	0	2.52219	0	0	1.03886	0	0.489712	0.555938	0	0	0	38.9	0	0	0	29.4
2025-04-21-20:00	67	0	0	0	0	150.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	0	0	0	0	0	134.3	134.4	90	90	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.4857	43.9023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.9	0	0	0	31.0173
2025-04-21-22:00	67	0	0	0	0	150.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	0	0	0	0	0	134.3	134.4	90	90	8.2601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.6771	24.5383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-05-01-00:00	0	0	0	0	0	150.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	8.19994	0	0	0	0	134.3	98.5635	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0508	23.602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.9	0	0	0	0
2025-05-01-02:00	0	0	0	0	0	150.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	16.3999	0	0	0	0	134.3	134.4	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.6666	14.7474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.9	0	0	0	22.457
2025-05-01-04:00	0	0	0	0	0	150.586	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	8.19994	0	0	0	0	134.3	134.4	90	90	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.21247	13.6281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.8563	0	0	0	29.4
2025-05-01-06:00	0	0	0	0	0	150.586	45	7.15751	0	0	38.7017	1.49286	0	15.1749	0	0	0	5.51186	0	0	0	0	0	0	0	1.62603	0	0.81219	4.54547	42.8	0	0	0	0	13.6666	0	0	0	0	134.3	116.666	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0036	19.1353	0	3.94526	5.12826	0	7.85004	0	1.33403	0	0	0.435699	0	0.424143	1.0447	0	0	0	27.9	0	0	0	17.7
