timestamp	Oahu_AES	Oahu_Airport_DSG	Oahu_Battery_Bulk	Oahu_Battery_Conting	Oahu_Battery_Reg	Oahu_CC_152	Oahu_CIP_CT	Oahu_CentralTrackingPV_PV_01	Oahu_CentralTrackingPV_PV_02	Oahu_CentralTrackingPV_PV_03	Oahu_CentralTrackingPV_PV_04	Oahu_CentralTrackingPV_PV_05	Oahu_CentralTrackingPV_PV_06	Oahu_CentralTrackingPV_PV_07	Oahu_CentralTrackingPV_PV_08	Oahu_CentralTrackingPV_PV_09	Oahu_CentralTrackingPV_PV_10	Oahu_CentralTrackingPV_PV_11	Oahu_CentralTrackingPV_PV_12	Oahu_CentralTrackingPV_PV_13	Oahu_CentralTrackingPV_PV_14	Oahu_CentralTrackingPV_PV_15	Oahu_CentralTrackingPV_PV_16	Oahu_CentralTrackingPV_PV_17	Oahu_CentralTrackingPV_PV_18	Oahu_FlatDistPV_Oahu_FlatDistPV_0	Oahu_FlatDistPV_Oahu_FlatDistPV_1	Oahu_FlatDistPV_Oahu_FlatDistPV_2	Oahu_FlatDistPV_Oahu_FlatDistPV_3	Oahu_H-Power	Oahu_Honolulu_8	Oahu_Honolulu_9	Oahu_IC_Barge	Oahu_IC_MCBH	Oahu_IC_Schofield	Oahu_Kahe_1	Oahu_Kahe_2	Oahu_Kahe_3	Oahu_Kahe_4	Oahu_Kahe_5	Oahu_Kahe_6	Oahu_Kalaeloa_CC1	Oahu_Kalaeloa_CC2	Oahu_Kalaeloa_CC3	Oahu_Nuclear	Oahu_OffshoreWind_OffWind	Oahu_OnshoreWind_OnWind_101	Oahu_OnshoreWind_OnWind_102	Oahu_OnshoreWind_OnWind_103	Oahu_OnshoreWind_OnWind_104	Oahu_OnshoreWind_OnWind_105	Oahu_OnshoreWind_OnWind_106	Oahu_OnshoreWind_OnWind_107	Oahu_OnshoreWind_OnWind_201	Oahu_OnshoreWind_OnWind_202	Oahu_OnshoreWind_OnWind_203	Oahu_OnshoreWind_OnWind_204	Oahu_OnshoreWind_OnWind_205	Oahu_OnshoreWind_OnWind_206	Oahu_OnshoreWind_OnWind_207	Oahu_OnshoreWind_OnWind_208	Oahu_OnshoreWind_OnWind_209	Oahu_OnshoreWind_OnWind_301	Oahu_OnshoreWind_OnWind_302	Oahu_OnshoreWind_OnWind_303	Oahu_OnshoreWind_OnWind_304	Oahu_OnshoreWind_OnWind_305	Oahu_OnshoreWind_OnWind_306	Oahu_OnshoreWind_OnWind_307	Oahu_OnshoreWind_OnWind_308	Oahu_OnshoreWind_OnWind_309	Oahu_OnshoreWind_OnWind_401	Oahu_OnshoreWind_OnWind_402	Oahu_OnshoreWind_OnWind_403	Oahu_OnshoreWind_OnWind_404	Oahu_OnshoreWind_OnWind_405	Oahu_OnshoreWind_OnWind_406	Oahu_OnshoreWind_OnWind_407	Oahu_OnshoreWind_OnWind_408	Oahu_OnshoreWind_OnWind_409	Oahu_OnshoreWind_OnWind_410	Oahu_OnshoreWind_OnWind_501	Oahu_OnshoreWind_OnWind_502	Oahu_OnshoreWind_OnWind_503	Oahu_OnshoreWind_OnWind_504	Oahu_OnshoreWind_OnWind_505	Oahu_OnshoreWind_OnWind_506	Oahu_OnshoreWind_OnWind_507	Oahu_OnshoreWind_OnWind_508	Oahu_OnshoreWind_OnWind_509	Oahu_OnshoreWind_OnWind_Kahuku	Oahu_OnshoreWind_OnWind_Kawailoa	Oahu_SlopedDistPV_Oahu_SlopedDistPV_0	Oahu_SlopedDistPV_Oahu_SlopedDistPV_1	Oahu_SlopedDistPV_Oahu_SlopedDistPV_10	Oahu_SlopedDistPV_Oahu_SlopedDistPV_11	Oahu_SlopedDistPV_Oahu_SlopedDistPV_12	Oahu_SlopedDistPV_Oahu_SlopedDistPV_13	Oahu_SlopedDistPV_Oahu_SlopedDistPV_14	Oahu_SlopedDistPV_Oahu_SlopedDistPV_15	Oahu_SlopedDistPV_Oahu_SlopedDistPV_2	Oahu_SlopedDistPV_Oahu_SlopedDistPV_3	Oahu_SlopedDistPV_Oahu_SlopedDistPV_4	Oahu_SlopedDistPV_Oahu_SlopedDistPV_5	Oahu_SlopedDistPV_Oahu_SlopedDistPV_6	Oahu_SlopedDistPV_Oahu_SlopedDistPV_7	Oahu_SlopedDistPV_Oahu_SlopedDistPV_8	Oahu_SlopedDistPV_Oahu_SlopedDistPV_9	Oahu_Waiau_10	Oahu_Waiau_6	Oahu_Waiau_7	Oahu_Waiau_8	Oahu_Waiau_9
2030-10-03-08:00	67	0	0	0	0	125.145	0	24.1298	0	0	214.561	29.8085	0	29.9652	0	0	0	24.5303	205.366	0	0	0	0	0	0	25.8363	0	12.866	39.5971	42.8	0	0	0	0	0	0	0	0	0	54.7	54	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.1669	6.48715	0	25.6907	21.0621	0	29.8852	0	9.0576	0	0	1.83275	0	7.03072	15.7274	0	0	0	0	0	0	0	0
2030-10-03-10:00	67	0	0	0	0	114.267	0	12.9996	0	0	237.162	21.0032	0	34.0767	0	0	0	35.1287	178.292	0	0	0	0	0	0	47.2903	0	25.9987	56.6363	42.8	0	0	0	0	0	0	0	0	0	54.7	54	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.4065	11.6159	0	33.8254	23.2401	0	37.3441	0	33.5616	0	0	9.26433	0	12.2807	28.343	0	0	0	0	0	0	0	0
2030-10-03-12:00	67	0	0	0	0	114.981	0	14.7115	0	0	162.883	18.6192	0	27.6653	0	0	0	22.9897	127.971	0	0	0	0	0	0	47.291	0	30.7039	56.0628	42.8	0	0	0	0	0	0	0	0	0	54.7	54	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.3619	10.9019	0	30.9365	21.39	0	32.6981	0	43.8793	0	0	11.1063	0	12.2609	32.8406	0	0	0	0	0	0	0	0
2030-10-03-14:00	67	0	0	0	0	113.972	0	16.7795	0	0	132.46	31.4505	0	22.0669	0	0	0	46.8974	227.369	0	0	0	0	0	0	35.9907	0	23.5882	39.4512	42.8	0	0	0	0	0	0	0	0	0	54.7	54	0	86.9898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.93259	15.0998	0	20.4274	13.5345	0	20.0168	0	38.9073	0	0	8.5434	0	9.18687	25.0006	0	0	0	0	0	0	0	0
2030-10-03-16:00	67	0	0	0	0	122.429	0	22.7539	0	0	200.876	27.8694	0	31.2917	0	0	0	39.6015	192.184	0	0	0	0	0	0	22.2732	0	11.859	16.5805	42.8	0	0	0	0	0	0	0	0	0	54.7	54	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.3066	29.7148	0	7.21051	3.4667	0	4.91602	0	22.8519	0	0	7.01784	0	6.28606	12.2959	0	0	0	0	0	0	0	0
2030-10-03-18:00	71.9123	0	0	0	0	150.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	48.84	0	0	0	0	134.3	134.4	90	90	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.1962	31.3417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.9	0	0	0	52.9
2030-10-03-20:00	67	0	0	0	0	150.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	0	0	0	0	0	134.3	134.4	90	90	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.9049	25.9697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.9	0	0	0	41.7196
2030-10-03-22:00	67	0	0	0	0	150.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	0	0	0	0	0	134.3	134.4	90	90	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.0292	11.3189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.6097	0	0	0	0
2030-11-08-00:00	0	0	0	0	0	150.586	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	13.6666	0	0	0	0	134.3	134.4	90	90	25.3062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.7454	39.6644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.9	0	0	0	0
2030-11-08-02:00	0	8	0	0	0	150.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	16.3999	0	0	0	0	134.3	134.4	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.0176	42.7214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.9	0	0	0	28.3377
2030-11-08-04:00	0	8	0	0	0	150.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	16.3999	0	0	0	0	134.3	134.4	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.7571	14.6032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.9	0	0	0	28.682
2030-11-08-06:00	0	8	0	0	0	150.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	16.3999	0	0	0	0	134.3	134.4	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.9725	53.5181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.9	0	0	0	28.3644
2030-11-08-08:00	0	0	0	0	0	113.972	0	16.7755	0	0	157.754	23.6399	0	34.497	0	0	0	29.0014	139.592	0	0	0	0	0	0	25.7041	0	4.34602	22.0044	42.8	0	0	0	0	0	0	0	0	0	54.7	54	72.8	73.1914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.9714	45.8027	0	19.0407	9.72065	0	13.8662	0	7.10832	0	0	1.43817	0	5.25378	7.50723	0	0	0	5.9	0	0	0	5.9
2030-11-08-10:00	0	0	0	0	0	0	0	21.1146	0	0	177.01	23.2357	0	36.8944	0	0	0	36.5515	180.262	0	0	0	0	0	0	50.42	0	15.6453	43.9096	42.8	0	0	0	0	8.19994	0	0	0	0	54.7	54	67.5958	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.9108	41.9408	0	30.9233	18.9973	0	24.7662	0	24.1951	0	0	8.47173	0	11.055	21.4298	0	0	0	5.9	0	0	0	5.9
2030-11-08-12:00	0	0	0	0	0	76.4019	0	21.4415	0	0	212.732	29.3409	0	43.296	0	0	0	30.3399	181.787	0	0	0	0	0	0	59.6343	0	21.7293	53.3475	42.8	0	0	0	0	16.3999	0	0	0	0	54.7	54	67	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.8073	46.8458	0	31.2521	21.9692	0	24.3985	0	35.6568	0	0	13.2506	0	15.3192	24.9792	0	0	0	0	0	0	0	0
2030-11-08-14:00	0	0	0	0	0	0	45	19.9486	0	0	169.242	24.1654	0	44.5983	0	0	0	31.26	190.098	0	0	0	0	0	0	53.3776	0	21.8324	41.2228	42.8	0	0	0	0	16.3999	0	0	0	0	54.7	54	67	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.4481	40.2992	0	24.4166	11.7083	0	15.7993	0	39.4856	0	0	14.2924	0	13.2805	24.426	0	0	0	0	0	0	0	0
2030-11-08-16:00	0	0	0	0	0	107.754	0	15.2089	0	0	131.173	4.94569	0	13.5475	0	0	0	22.6975	107.446	0	0	0	0	0	0	25.6849	0	13.8522	15.0403	42.8	0	0	0	0	0	0	0	0	0	54.7	54	67	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.3704	31.796	0	5.99762	2.06667	0	2.31329	0	27.1186	0	0	8.87481	0	7.4912	13.7403	0	0	0	5.9	0	0	0	0
2030-11-08-18:00	0	8	0	0	0	150.586	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	16.3999	0	0	0	0	134.3	134.4	90	90	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.2277	45.8274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.9	0	0	0	46.3644
2030-11-08-20:00	0	8	0	0	0	150.586	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	13.6666	0	0	0	0	134.3	134.4	90	90	23.8923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.3918	32.3015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.9	0	0	0	0
2030-11-08-22:00	0	0	0	0	0	150.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	16.3999	0	0	0	0	134.3	134.4	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.5298	57.3908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.9	0	0	0	28.3644
2030-12-05-00:00	67	0	0	0	0	150.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	0	0	0	0	0	134.3	134.4	90	90	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.30204	6.01075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2030-12-05-02:00	67	0	0	0	0	150.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	0	0	0	0	0	134.3	134.4	90	90	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.81372	14.8626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2030-12-05-04:00	67	0	0	0	0	150.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	0	0	0	0	0	134.3	134.4	90	90	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.63984	18.7453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.9	0	0	0	41.2
2030-12-05-06:00	67	0	0	0	0	150.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	27.7899	0	0	0	0	134.3	134.4	90	90	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.64788	43.9824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.9	0	0	0	52.9
2030-12-05-08:00	67	0	0	0	0	134.663	0	19.0339	0	0	169.032	23.4543	0	41.7404	0	0	0	33.5416	161.217	0	0	0	0	0	0	15.0563	0	3.74821	14.0304	42.8	0	0	0	0	0	0	0	0	0	54.7	54	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.89579	15.3997	0	11.2291	5.88684	0	8.64797	0	5.76286	0	0	1.71856	0	3.73069	4.88474	0	0	0	0	0	0	0	0
2030-12-05-10:00	67	0	0	0	0	123.745	0	22.6148	0	0	202.167	16.0196	0	32.0308	0	0	0	24.8275	135.419	0	0	0	0	0	0	41.6156	0	16.2589	38.906	42.8	0	0	0	0	5.46663	0	0	0	0	54.7	54	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8197	13.6181	0	26.7674	16.0322	0	23.2101	0	21.786	0	0	7.40569	0	11.9348	16.806	0	0	0	0	0	0	0	0
2030-12-05-12:00	67	0	0	0	0	116.926	0	21.8415	0	0	130.422	27.0483	0	37.6946	0	0	0	30.1314	168.584	0	0	0	0	0	0	39.4105	0	21.6143	40.9728	42.8	0	0	0	0	0	0	0	0	0	54.7	54	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2276	11.2162	0	24.2817	14.5098	0	23.1357	0	33.5171	0	0	8.92322	0	9.79677	22.9962	0	0	0	0	0	0	0	0
2030-12-05-14:00	67	0	0	0	0	113.972	0	19.6653	0	0	198.195	27.9622	0	32.3753	0	0	0	39.1458	113.158	0	0	0	0	0	0	26.4946	0	20.3452	31.3676	42.8	0	0	0	0	0	0	0	0	0	54.7	54	90	89.8591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.18569	14.3531	0	16.2081	9.47573	0	13.7243	0	31.6738	0	0	6.17726	0	6.75932	22.2808	0	0	0	0	0	0	0	0
2030-12-05-16:00	67	0	0	0	0	140.715	0	17.6078	0	0	154.453	21.3751	0	19.6332	0	0	0	25.6728	147.247	0	0	0	0	0	0	11.4484	0	12.3088	11.3887	42.8	0	0	0	0	0	0	0	0	0	54.7	54	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52031	16.7036	0	4.67837	1.81955	0	2.42095	0	21.3022	0	0	3.17073	0	3.09378	12.393	0	0	0	0	0	0	0	0
2030-12-05-18:00	67	0	0	0	0	150.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	2.73331	0	0	0	0	134.3	134.4	90	90	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.4052	47.8442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.9	0	0	0	47.5573
2030-12-05-20:00	67	0	0	0	0	150.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	0	0	0	0	0	134.3	134.4	90	90	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.8	41.7233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2030-12-05-22:00	67	0	0	0	0	150.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	0	0	0	0	0	134.3	134.4	90	90	18.1923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0089	32.4272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2030-12-08-00:00	67	0	0	0	0	150.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	0	0	0	0	0	134.3	134.4	90	90	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.78489	17.4758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2030-12-08-02:00	67	0	0	0	0	150.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	0	0	0	0	0	134.3	134.4	90	90	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57009	2.27069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.9	0	0	0	0
2030-12-08-04:00	67	0	0	0	0	150.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	0	0	0	0	0	134.3	134.4	90	90	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.57753	6.53327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.9	0	0	0	50.858
2030-12-08-06:00	69.8963	0	0	0	0	150.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	48.84	0	0	0	0	134.3	134.4	90	90	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.74146	8.32064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.9	0	0	0	52.9
2030-12-08-08:00	67	0	0	0	0	150.586	0	6.939	0	0	164.006	22.5477	0	14.3865	0	0	0	8.56334	45.7927	0	0	0	0	0	0	21.2213	0	10.7887	33.1512	42.8	0	0	0	0	10.9333	0	0	0	0	97.0123	74.1	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.38325	0	0	21.1728	15.1348	0	21.0574	0	6.45811	0	0	1.11157	0	5.86215	14.027	0	0	0	0	0	0	0	5.9
2030-12-08-10:00	67	0	0	0	0	150.586	0	12.025	0	0	118.479	16.448	0	17.7998	0	0	0	20.1803	107.874	0	0	0	0	0	0	46.4371	0	24.227	54.7855	42.8	0	0	0	0	16.3999	0	0	0	0	66.6574	54	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26663	0	0	32.191	22.1857	0	30.3054	0	27.6262	0	0	7.33709	0	12.7036	27.1492	0	0	0	0	0	0	0	0
2030-12-08-12:00	67	0	0	0	0	150.586	0	12.1679	0	0	67.6526	19.5163	0	40.1957	0	0	0	31.9785	152.528	0	0	0	0	0	0	56.8156	0	29.1886	57.8893	42.8	0	0	0	0	0	0	0	0	0	80.2406	54	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.18577	1.05759	0	33.3626	19.8163	0	28.4367	0	41.7098	0	0	12.2548	0	14.9139	31.714	0	0	0	0	0	0	0	5.9
2030-12-08-14:00	67	0	0	0	0	150.586	0	12.4247	0	0	129.53	19.8537	0	37.9445	0	0	0	31.7381	157.914	0	0	0	0	0	0	50.5372	0	26.6222	45.9066	42.8	0	0	0	0	16.3999	0	0	0	0	61.306	54	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40018	6.21785	0	24.3081	11.8263	0	14.8221	0	42.059	0	0	12.8174	0	13.8982	27.9014	0	0	0	0	0	0	0	0
2030-12-08-16:00	67	0	0	0	0	150.586	0	8.11007	0	0	26.9858	7.3929	0	20.522	0	0	0	14.6592	70.3807	0	0	0	0	0	0	25.3311	0	13.4173	15.182	42.8	0	0	0	0	16.3999	0	0	0	0	94.5	57.638	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.24274	11.0719	0	6.37612	2.06265	0	2.12045	0	25.5764	0	0	8.03813	0	7.35624	13.3804	0	0	0	0	0	0	0	0
2030-12-08-18:00	67.7216	0	0	0	0	150.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8	0	0	0	0	24.42	0	0	0	0	134.3	134.4	90	90	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.32237	38.4805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.9	0	0	0	52.9
