FUEL_BASED_GEN_TPS_1	FUEL_BASED_GEN_TPS_2	StartupGenCapacityRenewable
Oahu_AES	3008110802	0.0
Oahu_AES	3008110804	0.0
Oahu_AES	3008110806	0.0
Oahu_AES	3008110808	0.0
Oahu_AES	3008110810	0.0
Oahu_AES	3008110812	0.0
Oahu_AES	3008110814	0.0
Oahu_AES	3008110816	0.0
Oahu_AES	3008110818	0.0
Oahu_AES	3008110820	0.0
Oahu_AES	3008110822	0.0
Oahu_AES	3008120500	0.0
Oahu_AES	3008120502	0.0
Oahu_AES	3008120504	0.0
Oahu_AES	3008120506	0.0
Oahu_AES	3008120508	0.0
Oahu_AES	3008120510	0.0
Oahu_AES	3008120512	0.0
Oahu_AES	3008120514	0.0
Oahu_AES	3008120516	0.0
Oahu_AES	3008120518	0.0
Oahu_AES	3008120520	0.0
Oahu_AES	3008120522	0.0
Oahu_AES	3008120800	0.0
Oahu_AES	3008120802	0.0
Oahu_AES	3008120804	0.0
Oahu_AES	3008120806	0.0
Oahu_AES	3008120808	0.0
Oahu_AES	3008120810	0.0
Oahu_AES	3008120812	0.0
Oahu_AES	3008120814	0.0
Oahu_AES	3008120816	0.0
Oahu_AES	3008120818	0.0
Oahu_AES	3008120820	0.0
Oahu_AES	3008120822	0.0
Oahu_AES	3507051700	0.0
Oahu_AES	3507051702	0.0
Oahu_AES	3507051704	0.0
Oahu_AES	3507051706	0.0
Oahu_AES	3507051708	0.0
Oahu_AES	3507051710	0.0
Oahu_AES	3507051712	0.0
Oahu_AES	3507051714	0.0
Oahu_AES	3507051716	0.0
Oahu_AES	3507051718	0.0
Oahu_AES	3507051720	0.0
Oahu_AES	3507051722	0.0
Oahu_AES	3507070900	0.0
Oahu_AES	3507070902	0.0
Oahu_AES	3507070904	0.0
Oahu_AES	3507070906	0.0
Oahu_AES	3507070908	0.0
Oahu_AES	3507070910	0.0
Oahu_AES	3507070912	0.0
Oahu_AES	3507070914	0.0
Oahu_AES	3507070916	0.0
Oahu_AES	3507070918	0.0
Oahu_AES	3507070920	0.0
Oahu_AES	3507070922	0.0
Oahu_AES	3507072100	0.0
Oahu_AES	3507072102	0.0
Oahu_AES	3507072104	0.0
Oahu_AES	3507072106	0.0
Oahu_AES	3507072108	0.0
Oahu_AES	3507072110	0.0
Oahu_AES	3507072112	0.0
Oahu_AES	3507072114	0.0
Oahu_AES	3507072116	0.0
Oahu_AES	3507072118	0.0
Oahu_AES	3507072120	0.0
Oahu_AES	3507072122	0.0
Oahu_AES	3507082500	0.0
Oahu_AES	3507082502	0.0
Oahu_AES	3507082504	0.0
Oahu_AES	3507082506	0.0
Oahu_AES	3507082508	0.0
Oahu_AES	3507082510	0.0
Oahu_AES	3507082512	0.0
Oahu_AES	3507082514	0.0
Oahu_AES	3507082516	0.0
Oahu_AES	3507082518	0.0
Oahu_AES	3507082520	0.0
Oahu_AES	3507082522	0.0
Oahu_AES	3507121500	0.0
Oahu_AES	3507121502	0.0
Oahu_AES	3507121504	0.0
Oahu_AES	3507121506	0.0
Oahu_AES	3507121508	0.0
Oahu_AES	3507121510	0.0
Oahu_AES	3507121512	0.0
Oahu_AES	3507121514	0.0
Oahu_AES	3507121516	0.0
Oahu_AES	3507121518	0.0
Oahu_AES	3507121520	0.0
Oahu_AES	3507121522	0.0
Oahu_AES	3507121800	0.0
Oahu_AES	3507121802	0.0
Oahu_AES	3507121804	0.0
Oahu_AES	3507121806	0.0
Oahu_AES	3507121808	0.0
Oahu_AES	3507121810	0.0
Oahu_AES	3507121812	0.0
Oahu_AES	3507121814	0.0
Oahu_AES	3507121816	0.0
Oahu_AES	3507121818	0.0
Oahu_AES	3507121820	0.0
Oahu_AES	3507121822	0.0
Oahu_AES	3507121900	0.0
Oahu_AES	3507121902	0.0
Oahu_AES	3507121904	0.0
Oahu_AES	3507121906	0.0
Oahu_AES	3507121908	0.0
Oahu_AES	3507121910	0.0
Oahu_AES	3507121912	0.0
Oahu_AES	3507121914	0.0
Oahu_AES	3507121916	0.0
Oahu_AES	3507121918	0.0
Oahu_AES	3507121920	0.0
Oahu_AES	3507121922	0.0
Oahu_AES	3508010900	0.0
Oahu_AES	3508010902	0.0
Oahu_AES	3508010904	0.0
Oahu_AES	3508010906	0.0
Oahu_AES	3508010908	0.0
Oahu_AES	3508010910	0.0
Oahu_AES	3508010912	0.0
Oahu_AES	3508010914	0.0
Oahu_AES	3508010916	0.0
Oahu_AES	3508010918	0.0
