timepoint_id	timestamp	timeseries
2008010900	2020-01-09-00:00	20080109
2008010902	2020-01-09-02:00	20080109
2008010904	2020-01-09-04:00	20080109
2008010906	2020-01-09-06:00	20080109
2008010908	2020-01-09-08:00	20080109
2008010910	2020-01-09-10:00	20080109
2008010912	2020-01-09-12:00	20080109
2008010914	2020-01-09-14:00	20080109
2008010916	2020-01-09-16:00	20080109
2008010918	2020-01-09-18:00	20080109
2008010920	2020-01-09-20:00	20080109
2008010922	2020-01-09-22:00	20080109
2008042100	2020-04-21-00:00	20080421
2008042102	2020-04-21-02:00	20080421
2008042104	2020-04-21-04:00	20080421
2008042106	2020-04-21-06:00	20080421
2008042108	2020-04-21-08:00	20080421
2008042110	2020-04-21-10:00	20080421
2008042112	2020-04-21-12:00	20080421
2008042114	2020-04-21-14:00	20080421
2008042116	2020-04-21-16:00	20080421
2008042118	2020-04-21-18:00	20080421
2008042120	2020-04-21-20:00	20080421
2008042122	2020-04-21-22:00	20080421
2008050100	2020-05-01-00:00	20080501
2008050102	2020-05-01-02:00	20080501
2008050104	2020-05-01-04:00	20080501
2008050106	2020-05-01-06:00	20080501
2008050108	2020-05-01-08:00	20080501
2008050110	2020-05-01-10:00	20080501
2008050112	2020-05-01-12:00	20080501
2008050114	2020-05-01-14:00	20080501
2008050116	2020-05-01-16:00	20080501
2008050118	2020-05-01-18:00	20080501
2008050120	2020-05-01-20:00	20080501
2008050122	2020-05-01-22:00	20080501
2007051700	2020-05-17-00:00	20070517
2007051702	2020-05-17-02:00	20070517
2007051704	2020-05-17-04:00	20070517
2007051706	2020-05-17-06:00	20070517
2007051708	2020-05-17-08:00	20070517
2007051710	2020-05-17-10:00	20070517
2007051712	2020-05-17-12:00	20070517
2007051714	2020-05-17-14:00	20070517
2007051716	2020-05-17-16:00	20070517
2007051718	2020-05-17-18:00	20070517
2007051720	2020-05-17-20:00	20070517
2007051722	2020-05-17-22:00	20070517
2007070900	2020-07-09-00:00	20070709
2007070902	2020-07-09-02:00	20070709
2007070904	2020-07-09-04:00	20070709
2007070906	2020-07-09-06:00	20070709
2007070908	2020-07-09-08:00	20070709
2007070910	2020-07-09-10:00	20070709
2007070912	2020-07-09-12:00	20070709
2007070914	2020-07-09-14:00	20070709
2007070916	2020-07-09-16:00	20070709
2007070918	2020-07-09-18:00	20070709
2007070920	2020-07-09-20:00	20070709
2007070922	2020-07-09-22:00	20070709
2007072100	2020-07-21-00:00	20070721
2007072102	2020-07-21-02:00	20070721
2007072104	2020-07-21-04:00	20070721
2007072106	2020-07-21-06:00	20070721
2007072108	2020-07-21-08:00	20070721
2007072110	2020-07-21-10:00	20070721
2007072112	2020-07-21-12:00	20070721
2007072114	2020-07-21-14:00	20070721
2007072116	2020-07-21-16:00	20070721
2007072118	2020-07-21-18:00	20070721
2007072120	2020-07-21-20:00	20070721
2007072122	2020-07-21-22:00	20070721
2008072700	2020-07-27-00:00	20080727
2008072702	2020-07-27-02:00	20080727
2008072704	2020-07-27-04:00	20080727
2008072706	2020-07-27-06:00	20080727
2008072708	2020-07-27-08:00	20080727
2008072710	2020-07-27-10:00	20080727
2008072712	2020-07-27-12:00	20080727
2008072714	2020-07-27-14:00	20080727
2008072716	2020-07-27-16:00	20080727
2008072718	2020-07-27-18:00	20080727
2008072720	2020-07-27-20:00	20080727
2008072722	2020-07-27-22:00	20080727
2007082500	2020-08-25-00:00	20070825
2007082502	2020-08-25-02:00	20070825
2007082504	2020-08-25-04:00	20070825
2007082506	2020-08-25-06:00	20070825
2007082508	2020-08-25-08:00	20070825
2007082510	2020-08-25-10:00	20070825
2007082512	2020-08-25-12:00	20070825
2007082514	2020-08-25-14:00	20070825
2007082516	2020-08-25-16:00	20070825
2007082518	2020-08-25-18:00	20070825
2007082520	2020-08-25-20:00	20070825
2007082522	2020-08-25-22:00	20070825
2008091000	2020-09-10-00:00	20080910
2008091002	2020-09-10-02:00	20080910
2008091004	2020-09-10-04:00	20080910
2008091006	2020-09-10-06:00	20080910
2008091008	2020-09-10-08:00	20080910
2008091010	2020-09-10-10:00	20080910
2008091012	2020-09-10-12:00	20080910
2008091014	2020-09-10-14:00	20080910
2008091016	2020-09-10-16:00	20080910
2008091018	2020-09-10-18:00	20080910
2008091020	2020-09-10-20:00	20080910
2008091022	2020-09-10-22:00	20080910
2008100300	2020-10-03-00:00	20081003
2008100302	2020-10-03-02:00	20081003
2008100304	2020-10-03-04:00	20081003
2008100306	2020-10-03-06:00	20081003
2008100308	2020-10-03-08:00	20081003
2008100310	2020-10-03-10:00	20081003
2008100312	2020-10-03-12:00	20081003
2008100314	2020-10-03-14:00	20081003
2008100316	2020-10-03-16:00	20081003
2008100318	2020-10-03-18:00	20081003
2008100320	2020-10-03-20:00	20081003
2008100322	2020-10-03-22:00	20081003
2008110800	2020-11-08-00:00	20081108
2008110802	2020-11-08-02:00	20081108
2008110804	2020-11-08-04:00	20081108
2008110806	2020-11-08-06:00	20081108
2008110808	2020-11-08-08:00	20081108
2008110810	2020-11-08-10:00	20081108
2008110812	2020-11-08-12:00	20081108
2008110814	2020-11-08-14:00	20081108
2008110816	2020-11-08-16:00	20081108
2008110818	2020-11-08-18:00	20081108
2008110820	2020-11-08-20:00	20081108
2008110822	2020-11-08-22:00	20081108
2008120500	2020-12-05-00:00	20081205
2008120502	2020-12-05-02:00	20081205
2008120504	2020-12-05-04:00	20081205
2008120506	2020-12-05-06:00	20081205
2008120508	2020-12-05-08:00	20081205
2008120510	2020-12-05-10:00	20081205
2008120512	2020-12-05-12:00	20081205
2008120514	2020-12-05-14:00	20081205
2008120516	2020-12-05-16:00	20081205
2008120518	2020-12-05-18:00	20081205
2008120520	2020-12-05-20:00	20081205
2008120522	2020-12-05-22:00	20081205
2008120800	2020-12-08-00:00	20081208
2008120802	2020-12-08-02:00	20081208
2008120804	2020-12-08-04:00	20081208
2008120806	2020-12-08-06:00	20081208
2008120808	2020-12-08-08:00	20081208
2008120810	2020-12-08-10:00	20081208
2008120812	2020-12-08-12:00	20081208
2008120814	2020-12-08-14:00	20081208
2008120816	2020-12-08-16:00	20081208
2008120818	2020-12-08-18:00	20081208
2008120820	2020-12-08-20:00	20081208
2008120822	2020-12-08-22:00	20081208
2007121500	2020-12-15-00:00	20071215
2007121502	2020-12-15-02:00	20071215
2007121504	2020-12-15-04:00	20071215
2007121506	2020-12-15-06:00	20071215
2007121508	2020-12-15-08:00	20071215
2007121510	2020-12-15-10:00	20071215
2007121512	2020-12-15-12:00	20071215
2007121514	2020-12-15-14:00	20071215
2007121516	2020-12-15-16:00	20071215
2007121518	2020-12-15-18:00	20071215
2007121520	2020-12-15-20:00	20071215
2007121522	2020-12-15-22:00	20071215
2007121800	2020-12-18-00:00	20071218
2007121802	2020-12-18-02:00	20071218
2007121804	2020-12-18-04:00	20071218
2007121806	2020-12-18-06:00	20071218
2007121808	2020-12-18-08:00	20071218
2007121810	2020-12-18-10:00	20071218
2007121812	2020-12-18-12:00	20071218
2007121814	2020-12-18-14:00	20071218
2007121816	2020-12-18-16:00	20071218
2007121818	2020-12-18-18:00	20071218
2007121820	2020-12-18-20:00	20071218
2007121822	2020-12-18-22:00	20071218
2007121900	2020-12-19-00:00	20071219
2007121902	2020-12-19-02:00	20071219
2007121904	2020-12-19-04:00	20071219
2007121906	2020-12-19-06:00	20071219
2007121908	2020-12-19-08:00	20071219
2007121910	2020-12-19-10:00	20071219
2007121912	2020-12-19-12:00	20071219
2007121914	2020-12-19-14:00	20071219
2007121916	2020-12-19-16:00	20071219
2007121918	2020-12-19-18:00	20071219
2007121920	2020-12-19-20:00	20071219
2007121922	2020-12-19-22:00	20071219
2508010900	2025-01-09-00:00	25080109
2508010902	2025-01-09-02:00	25080109
2508010904	2025-01-09-04:00	25080109
2508010906	2025-01-09-06:00	25080109
2508010908	2025-01-09-08:00	25080109
2508010910	2025-01-09-10:00	25080109
2508010912	2025-01-09-12:00	25080109
2508010914	2025-01-09-14:00	25080109
2508010916	2025-01-09-16:00	25080109
2508010918	2025-01-09-18:00	25080109
2508010920	2025-01-09-20:00	25080109
2508010922	2025-01-09-22:00	25080109
2508042100	2025-04-21-00:00	25080421
2508042102	2025-04-21-02:00	25080421
2508042104	2025-04-21-04:00	25080421
2508042106	2025-04-21-06:00	25080421
2508042108	2025-04-21-08:00	25080421
2508042110	2025-04-21-10:00	25080421
2508042112	2025-04-21-12:00	25080421
2508042114	2025-04-21-14:00	25080421
2508042116	2025-04-21-16:00	25080421
2508042118	2025-04-21-18:00	25080421
2508042120	2025-04-21-20:00	25080421
2508042122	2025-04-21-22:00	25080421
2508050100	2025-05-01-00:00	25080501
2508050102	2025-05-01-02:00	25080501
2508050104	2025-05-01-04:00	25080501
2508050106	2025-05-01-06:00	25080501
2508050108	2025-05-01-08:00	25080501
2508050110	2025-05-01-10:00	25080501
2508050112	2025-05-01-12:00	25080501
2508050114	2025-05-01-14:00	25080501
2508050116	2025-05-01-16:00	25080501
2508050118	2025-05-01-18:00	25080501
2508050120	2025-05-01-20:00	25080501
2508050122	2025-05-01-22:00	25080501
2507051700	2025-05-17-00:00	25070517
2507051702	2025-05-17-02:00	25070517
2507051704	2025-05-17-04:00	25070517
2507051706	2025-05-17-06:00	25070517
2507051708	2025-05-17-08:00	25070517
2507051710	2025-05-17-10:00	25070517
2507051712	2025-05-17-12:00	25070517
2507051714	2025-05-17-14:00	25070517
2507051716	2025-05-17-16:00	25070517
2507051718	2025-05-17-18:00	25070517
2507051720	2025-05-17-20:00	25070517
2507051722	2025-05-17-22:00	25070517
2507070900	2025-07-09-00:00	25070709
